sentence ID,original,translated,untranslated word,cs indices in original,cs indices in translated,punct indices in original,punct indices in translated
952,moving in date is flexible ( in october it is acceptable ) 欢迎 个人 ， 和 家庭 。,搬进 来 的 日期 是 灵活的 ( 十月份 是 可以 接受 的 ) 欢迎 个人 ， 和 家庭 。,[],[0_1_2_3_4_5_6_7_8_9_10_11],[0_1_2_3_4_5_6_7_8_9_10_11_12],[5_11_14_17],[6_12_15_18]
953,现在 只 九月 or middle august 有 房 出租,现在 只 九月 或者是 八月 中 有 房 出租,[],[3_4_5],[3_4_5],,
954,小区 门口 有 三 个 公交 车站 可以 选择 ， 线路 有 ve ， v ， vn ， n ， nv 。,小区 门口 有 三 个 公交 车站 可以 选择 ， 线路 有 ve ， v ， vn，n ， nv 。,[ve_v_nv],[12_13_14_15_16_17_18_19_20_21],[12_13_14_15_16_17_18_19],[9_13_15_17_19_21],[9_13_15_16_17_19]
955,router 已 卖,路由器 已 卖,[],[0],[0],,
960,bus ： nv ， vn ， hp 这 是 grove 的 视频 链接 ：,公交车 卡 ： nv ， vn ， hp 这 是 grove 的 视频 链接 ：,[nv_vn_hp_grove],[0_1_2_3_4_5_6_9],[0_1_2_3_4_5_6_7_10],[1_3_5_13],[2_4_6_14]
961,我 可以 和 你 换 ticket 。,我 可以 和 你 换票 。,[],[5_6],[4_5],[6],[5]
962,在 executive house apartments ， 可以 看 我 发 的 帖子,在 单独 的 ， 可以 看 我 发 的 帖子,[],[1_2_3_4],[1],[4],[3]
963,无 事故 记录 ， clean title ， 按时 保养 。,无 事故 记录 ， 干净 的 头衔 ， 按时 保养 。,[],[4_5_6],[4_5_6_7],[3_6_9],[3_7_10]
964,欢迎 试车 ， 我 经常 在 学校 ， 或者 在 北面 giant 附近 。,欢迎 试车 ， 我 经常 在 学校 ， 或者 在 北面 giant 附近 。,[giant],[11],[11],[2_7_13],[2_7_13]
965,html 这 是 网址,html 这 是 网址,[html],[0],[0],,
966,本人 女 ， 安静 爱 干净 ， 不 开 party 。,本人 女 ， 安静 爱 干净 ， 不 开 派对 。,[],[9_10],[9_10],[2_6_10],[2_6_10]
967,可以 为 你 提供 mock interview 和 内 推 。,可以 为 你 提供 模拟 面试 和 内推 。,[],[4_5],[4_5_7_8],[9],[8]
968,公寓 离 bus stop 稍 远 但 环境 安静 绝 不 会 吵闹 。,公寓 离 公交 车站 稍 远 但 环境 安静 绝 不 会 吵闹 。,[],[2_3],[2_3],[13],[13]
969,yellow ， 包 很 轻 ， 很 新 。,黄色 ， 包 很 轻 ， 很 新 。,[],[0_1],[0_1],[1_5_8],[1_5_8]
970,park crest 客房 出租 。,波峰 公园 客房 出租 。,[],[0_1],[0_1],[4],[4]
971,居住 情况 ： 有 衣帽间 ， 两 人 share 一 个 卫生间 。,居住 情况 ： 有 衣帽间 ， 两 人 公共 的 一 个 卫生间 。,[],[8],[8_9],[2_5_12],[2_5_13]
972,卧室 里 带有 十分 宽敞 的 独立 卫浴 ， 以及 walk in closet ， 十分 适合 女生 。,卧室 里 带有 十分 宽敞 的 独立 卫浴 ， 以及 壁橱 衣柜 ， 十分 适合 女生 。,[],[10_11_12_13],[10_11_12],[8_13_17],[8_12_16]
973,可 上 parkway plaza 的 官 网 查看 。,可 上 parkwayplaza 的 官 网 查看 。,[],[2_3],[2],[8],[7]
974,找到 以后 share 一下 吧 ！,找到 以后 公共 的 一下 吧 ！,[],[2],[2_3],[5],[6]
976,up up 价格 可以 商量,高高 价格 可以 商量,[],[0_1],[0],,
977,toaster 太 可爱 了 啊,烤面 包机 太 可爱 了 啊,[],[0],[0_1],,
978,需要 ppt ， office 技能 与 国内 教育 资源 有 联系 者 优先 ；,需要 幻灯片 ， 办公室 技能 与 国内 教育 资源 有 联系 者 优先 ；,[],[1_2_3],[1_2_3],[2_13],[2_13]
979,mba 毕业 优先 。,工商 管理学 硕士 毕业 优先 。,[],[0],[0_1_2],[3],[5]
980,求 分享 一 条 line 。,求 分享 一 条 线 。,[],[4_5],[4_5],[5],[5]
981,因为 物品 太 多 ， 准备 搞 一 个 garage sale 。,因为 物品 太 多 ， 准备 搞 一 个 车库 拍卖 。,[],[9_10_11],[9_10_11],[4_11],[4_11]
982,honeywell 电风扇 - $ 10 .,honeywell 电风扇 - $ 10 .,[honeywell],[0],[0_4_5],[2_3_5],[2_3_5]
983,本 帖 由 更新 ， 毕业 甩卖 ， 准备 搞 一 个 garage sale ， 请 大家 多多 关注 。,本 帖 由 更新 ， 毕业 甩卖 ， 准备 搞 一 个 车库 拍卖 ， 请 大家 多多 关注 。,[],[12_13_14],[12_13_14],[4_7_14_19],[4_7_14_19]
984,如果 有 兴趣 ， 请 留言 ， 我 分别 告诉 大家 garage sale 的 地址 。,如果 有 兴趣 ， 请 留言 ， 我 分别 告诉 大家 车库 拍卖 的 地址 。,[],[11_12],[11_12],[3_6_15],[3_6_15]
985,id=0b3y24 hr6iquweuz4ofm2u1pvlwm&usp = sharing 感 兴趣 请 联系 ： em@55,em@56,[],[0_1_2_3],[0],[2_8_9],[0]
987,html 参考 图片,html 参考 图片,[html],[0],[0],,
989,学校 计算机 lab 同 款 。,学校 计算机 实验室 同款 。,[],[2],[2_3_4],[5],[4]
990,你 好 ， 你 的 google drive 显示 里面 没有 照片 啊,你 好 ， 你 的 谷歌 云 盘 显示 里面 没有 照片 啊,[],[5_6],[5_6_7],[2],[2]
991,一 年 医疗 保险 多少 钱 ， 今年 waive 学校 的 requirement 有 没 有 遇到 问题,一 年 医疗 保险 多少 钱 ， 今年 放弃 学校 的 需求 有 没 有 遇到 问题,[],[8_11],[8_11],[6],[6]
992,本人 为 at&t family plan 的 holder ， 邀请 新 成员 加入 。,本人 为 at&t 家庭 套餐 的 持有 至 ， 邀请 新 成员 加入 。,[],[3_4_6_7],[3_4_6_7_8],[7_12],[2_8_13]
993,由于 dickinson law 在 carlisle ， 在 那儿 的 中国 留学生 并不 多 ， 所以 很 难 联系 。,由于 dickinsonlaw 在 carlisle ， 在 那儿 的 中国 留学生 并不 多 ， 所以 很 难 联系 。,[carlisle],[1_2_4_5],[1_3_4],[5_13_18],[4_12_17]
994,如 有 同学 或 老师 正巧 在 carlisle 或者 有 认识 的 人 在 那里 ， 麻烦 告诉 我 一下 。,如有 同学 或 老师 正巧 在 carlisle 或者 有 认识 的 人 在 那里 ， 麻烦 告诉 我 一下 。,[carlisle],[7],[0_6],[15_20],[14_19]
995,房间 是 三 楼 ， 最 大 的 那 间 ～～～一 人 住 或 couple 住 都 相当 合适 ！,房间 是 三 楼 ， 最 大 的 那 间 ～～～一 人 住 或 情侣 住 都 相当 合适 ！,[],[14],[14],[4_19],[4_10_19]
996,lease 是 到 明年 八月 的,租金 是 到 明年 八月 的,[],[0],[0],,
997,求 ride ， share 相关 费用 631-9650429,求拼车 ， 共 享 相关 费用 631-9650429,[],[1_2_3],[0_1_2_3],[2],[1_6]
998,html 请 联系 em@57,em@58,[],[0],[0],[3],[0]
999,驾照 permit 已经 拿到 了 ， 求 老 司机 带 一下 ， 自己 没有 车 。,驾照 许可证 已经 拿到 了 ， 求 老 司机 带 一下 ， 自己 没有 车 。,[],[1],[1],[5_11_15],[5_11_15]
1000,updated ， 一些 东西 已经 没有 了 。,更新 ， 一些 东西 已经 没有 了 。,[],[0_1],[0_1],[1_7],[1_7]
1001,而且 我 连 邮件 都 没 收到 ， printed enrollment 里 student id 都 是 错 的 。,而且 我 连 邮件 都 没 收到 ， 纸质 的 报名 信里 学生 id 都 是 错 的 。,[id],[8_9_11_12],[8_10_11_12_13],[7_17],[7_18]
1002,为了 诗 和 远方 -- kai,为了 诗 和 远方 -- kai,[kai],[5],[5],,[4]
1003,queen size 超 舒服 的 床 ， 几乎 全新 ， 个人 原因 出售 .,大号 超 舒服 的 床 ， 几乎 全新 ， 个人 原因 出售 .,[],[0_1],[0],[6_9_13],[5_8_12]
1004,因 搬家 变成 full size 床 不 能 再 用 。,因 搬家 变成 全 尺寸 床 不 能 再 用 。,[],[3_4],[3_4],[10],[10]
1005,麻烦 发 msg 联系 ： pn-13,麻烦 发 短信 联系 ： 757-532-5183,[],[2],[2],[4_5],[4_5]
1006,因为 没 什么 东西 ， 所以 单独 找 ride 有点 亏 （ 单独 找 ride 的 钱 比 我 要 换 的 东西 还 贵 = = ） ， 希望 能 找到 本来 就要 去 匹兹堡 的 人 ， 有偿 搭车 （ 价钱 可 单独 商量 ~ ） ， 或者 一起 找 ride ， share 费用 。,因为 没 什么 东西 ， 所以 单独 找 拼 车 有点 亏 （ 单独 找 拼 车 的 钱 比 我 要 换 的 东西 还 贵 = = ） ， 希望 能 找到 本来 就要 去 匹兹堡 的 人 ， 有偿 搭车 （ 价钱 可 单独 商量 ~ ） ， 或者 一起 找 拼车 ， share 费用 。,[share],[8_14_52_53_54],[8_9_15_16_54_55_56],[4_11_25_26_27_28_38_41_46_47_48_53_56],[4_12_27_28_29_30_40_43_48_49_50_55_58]
1007,放 个 google 相册 链接 吧 .,放个 谷歌 相册 链接 吧 .,[],[2],[0_1],[6],[5]
1009,我 是 michigan state university 毕业 的 美国人 ， 现在 跟 mandarin consulting 公司 工作 。,我 是 密西根 州立 大学 毕业 的 美国人 ， 现在 跟 普通话 咨询 公司 公司 工作 。,[],[2_3_4_11_12],[2_3_4_11_12],[8_15],[8_16]
1010,corolla 车 耐用 可靠 。,卡罗拉车 耐用 可靠 。,[],[0],[0],[4],[3]
1011,最近 计划 带 孩子 出去 玩 一 趟 ， 想 结伴 同行 ， 自 驾 出游 能 提供 ride 的 吗 ？,最近 计划 带 孩子 出去 玩 一 趟 ， 想 结伴 同行 ， 自 驾 出游 能 提供 拼车 的 吗 ？,[],[18],[18],[8_12_21],[8_12_21]
1012,em@59 我 补充 了 amazon 的 链接 啦 ， 现在 应该 可以 看到 图 了 吧 ~,em@60,[],[0_4],[0],[0_8_16],[0]
1013,s = pc&ie = utf8&qid = 1471200603&sr=1-1&keywords = arris+sb6121一 年 前 购 于 amazon 。,s = pc&ie = utf8&qid = 1471200603&sr=1-1&keywords = arris+sb6121一 年 前 购 于 亚马逊 。,[s],[0_1_2_3_4_5_6_7_8_13_14],[0_1_2_3_4_5_6_7_8_13_14],[1_3_5_7_14],[1_2_3_4_5_6_7_8_14]
1014,但是 不 是 独立 卫生间 ， 要 share 。,但是 不 是 独立 卫生间 ， 要 公共 的 。,[],[7_8],[7_8_9],[5_8],[5_9]
1015,有 没 有 park forest ， park crest ， vv 及 附近 租房 二 缺 一 ， 三 缺 一 的 ？,有 没 有 森林 公园 ， 波峰 公园 ， vv 及 附近 租房 二 缺 一 ， 三 缺 一 的 ？,[vv],[3_4_5_6_7_8_9],[3_4_5_6_7_8_9],[5_8_16_21],[5_8_16_21]
1016,有 人 在 美国 考 过 gre 吗 ？,有 人 在 美国 考过 美国 研究生 入学 考试 吗 ？,[],[6],[4_6_7_8],[8],[10]
1017,r 线 or 全线 联系 方式 em@61,em@62,[],[0_2],[0],[6],[0]
1018,有 人 要 加入 family plan 吗 ？,有 人 要 加入 家庭 套餐 吗 ？,[],[4_5],[4_5],[7],[7]
1019,需要 注意 的 是 ， 要 与 房东 签 lease ， 一般 是 一 年 一 签 。,需要 注意 的 是 ， 要 与 房东 签 租金 ， 一般 是 一 年 一 签 。,[],[9_10],[9_10],[4_10_17],[4_10_17]
1020,我们 是 两 个 女生 ， 在 pen state 短期 访问 。,我们 是 两 个 女生 ， 在 宾州 州立 大学 短期 访问 。,[],[7_8],[7_8_9],[5_11],[5_12]
1021,还有 许多 碗 baking 盘,还有 许多 碗 烤盘,[],[3],[3],,
1022,randy 谢谢 ！,randy 谢谢 ！,[randy],[0],[0],[2],[2]
1023,lease 可以 过来 以后 再 签 ， 包 n v nv vn ve 几 条 线路 的 bus 。,租金 可以 过来 以后 再 签 ， 包 nvnvvnve 几 条 线路 的 公交车 。,[],[0_8_9_10_11_12_17_18],[0_8_13_14],[6_18],[6_14]
1024,hello ， 房子 还 有 吗,你 好 ， 房子 还 有 吗,[],[0_1],[0_1_2],[1],[2]
1025,如 需要 ， 可以 提供 bus pass .,如 需要 ， 可以 提供 公交车 卡 .,[],[5_6_7],[5_6_7],[2_7],[2_7]
1027,html 有意 者 请 发 邮件 em@63,em@64,[],[0],[0],[6],[0]
1028,em@33 xiao he ， 可以,em@65,[],[0_1_2_3],[0],[0_3],[0]
1029,html 、 邮件 em@66,em@67,[],[0_1],[0],[1_3],[0]
1030,咖啡 机 gone,咖啡 机 没有 了,[],[2],[2_3],,
1031,panda 洗衣机 有 图 吗,熊猫 洗衣机 有 图 吗,[],[0],[0],,
1032,有 兴趣 联系 邮件 sic em@68,em@69,[],[4_5],[0],[5],[0]
1033,本人 有 车 要 搬家 去 纽约 所以 要 拉 行李 ， 想 找 个人 送 过去 ， 但是 回程 需要 自己 回来 ， 可以 包 bus 票 。,本人 有 车 要 搬家 去 纽约 所以 要 拉 行李 ， 想 找 个人 送 过去 ， 但是 回程 需要 自己 回来 ， 可以 包 公交车 卡票 。,[],[26],[26_27_28],[11_17_23_28],[11_17_23_28]
1034,html 联系 方式 ： em@70,em@71,[],[0],[0],[3_4],[0]
1035,说话 这么 mean,说话 这么 刻薄,[],[2],[2],,
1036,至于 你 说 我 mean ， 我 只 能 说 你 太 贪心 。,至于 你 说 我 刻薄 ， 我 只 能 说 你 太 贪心 。,[],[4_5],[4_5],[5_13],[5_13]
1037,不 是 mean 是 什么 ？,不 是 刻薄 是 什么 ？,[],[2],[2],[5],[5]
1038,联系 方式 ： email : em@72,em@73,[],[3_4_5],[0],[2_4_5],[0]
1039,请 问 lease 从 什么 时候 开始,请 问 租金 从 什么 时候 开始,[],[2],[2],,
1040,phd 新生 ， 男 ， 有意 lease 请 问 房租 如何 ？,研究生 新生 ， 男 ， 有意 租金 请 问 房租 如何 ？,[],[0_6],[0_6],[2_4_11],[2_4_11]
1041,有 bus pass 吗 ？,有 公交车 卡 吗 ？,[],[1_2],[1_2],[4],[4]
1042,旁边 是 state high school ， 非常 安全 。,旁边 是 州立 高中 ， 非常 安全 。,[],[2_3_4_5],[2_3_4],[5_8],[4_7]
1043,email 联系 ： em@74,em@75,[],[0],[0],[2_3],[0]
1044,如果 有 合适 的 房型 ， 可以 考虑 提前 交 lease 。,如果 有 合适 的 房型 ， 可以 考虑 提前 交租金 。,[],[10_11],[9_10],[5_11],[5_10]
1045,can you send me pictures of 厨具 （ 全新 的 ） ?,你 能 发给 我 照片 厨具 （ 全新 的 ） ?,[],[0_1_2_3_4_5],[0_1_2_3_4],[7_10_11],[6_9_10]
1046,在 wayne 的 帮助 下 终于 如愿 拿到 了 驾照 ， 赞 一 个 ！,在 韦恩 的 帮助 下 终于 如愿 拿到 了 驾照 ， 赞 一 个 ！,[],[1],[1],[10_14],[10_14]
1047,wayne 教 车 耐心 、 有 效率 ， 而且 从不 爽约 。,韦恩 教车 耐心 、 有 效率 ， 而且 从不 爽约 。,[],[0],[0_1],[4_7_11],[3_6_10]
1048,我 有 过 一些 开车 经验 ， 但是 没有 国内 驾照 ， wayne 看 我 技术 还 可以 所以 整个 教学 过程 很 紧凑 ， 没有 废话 ， 我 的 提升 也 很 快 。,我 有 过 一些 开车 经验 ， 但是 没有 国内 驾照 ， 韦恩 看 我 技术 还 可以 所以 整个 教学 过程 很 紧凑 ， 没有 废话 ， 我 的 提升 也 很 快 。,[],[12],[12],[6_11_24_27_34],[6_11_24_27_34]
1049,今天 拿到 驾照 啦 ， 感谢 wayne ！,今天 拿到 驾照 啦 ， 感谢 韦恩 ！,[],[6_7],[6_7],[4_7],[4_7]
1050,w cherry lane 两 室 一 厅 一 卫 ， 位于 学校 北面 。,wcherrylane 两 室 一 厅 一 卫 ， 位于 学校 北面 。,[],[0_1_2],[0],[9_13],[7_11]
1051,这 是 floor plan 。,这 是 平面图 。,[],[2_3_4],[2_3],[4],[3]
1052,phd 新生 ， 男 ， 有意 ， 无 不良 嗜好 ， 不过 看 不 到 房间 的 图 。,研究生 新生 ， 男 ， 有意 ， 无 不良 嗜好 ， 不过 看 不 到 房间 的 图 。,[],[0],[0],[2_4_6_10_18],[2_4_6_10_18]
1053,希望 找到 可以 帮忙 kai che de ren,希望 找到 可以 帮忙 开车 的 人,[],[4_5_6_7],[4_5_6],,
1054,如有 需要 请 尽快 email 我 ， 谢谢 ！,如有 需要 请 尽快 电子 邮件 我 ， 谢谢 ！,[],[4],[4_5],[6_8],[7_9]
1055,最好 是 在 heights,最好 是 在 heights,[heights],[3],[3],,
1056,有 heights 的 吗,有 heights 的 吗,[heights],[1],[1],,
1057,因 突然 决定 回国 ， 现 紧急 出租 lion crossing 四 人间 卧室 一 间 ！,因 突然 决定 回国 ， 现 紧急 出租 lioncrossing 四 人间 卧室 一 间 ！,[],[8_9],[8],[4_15],[4_14]
1058,hello 请 问 房间 还 有 吗,你 好 请问 房间 还 有 吗,[],[0],[0_1_2],,
1059,up up up 呀,upupup 呀,[],[0_1_2],[0],,
1061,大家 都 在 哪里 做 的 car inspection ？,大家 都 在 哪里 做 的 汽车 检查 ？,[],[6_7_8],[6_7_8],[8],[8]
1062,有 推荐 比较 靠 谱 的 地方 吗 另外 joel confer 有 去 过 的 吗 ？,有 推荐 比较 靠 谱 的 地方 吗 另外 joelconfer 有 去 过 的 吗 ？,[],[9_10],[9],[16],[15]
1063,距离 penn state 大学 和 小学 、 高中 都 很 近 。,距离 宾州 州立 大学 大学 和 小学 、 高中 都 很 近 。,[],[1_2],[1_2],[6_11],[7_12]
1064,可以 email 联系 吗 ?,可以 电子 邮件 联系 吗 ?,[],[1],[1_2],[4],[5]
1065,park crest 离 东方 超市 以及 giant 都 非常 近 。,波峰 公园 离 东方 超市 以及 giant 都 非常 近 。,[giant],[0_1_6],[0_1_6],[10],[10]
1066,您 好 ， 请 问 lion crossing 考虑 吗,您 好 ， 请 问 lioncrossing 考虑 吗,[],[5_6],[5],[2],[2]
1067,park crest 是 村里 性价比 比较 高 的 小区 。,波峰 公园 是 村里 性价比 比较 高 的 小区 。,[],[0_1],[0_1],[9],[9]
1068,我 的 lease 到 七月 底 结束 ， 可惜 了 。,我的 租金 到 七月 底 结束 ， 可惜 了 。,[],[2],[0_1],[7_10],[6_9]
1069,挺 想 搬到 park crest 的,挺 想 搬到 波峰 公园 的,[],[3_4],[3_4],,
1070,听说 park crest 有 收入 限制 ， 你 是 博士生 还是 本科 或 硕士 啊,听说 波峰 公园 有 收入 限制 ， 你 是 博士生 还是 本科 或 硕士 啊,[],[1_2],[1_2],[6],[6]
1071,最近 两 三 天 有 人 去 纽约 jfk 机场 吗 ？,最近 两 三 天 有 人 去 纽约 肯尼迪 机场 吗 ？,[],[8],[8],[11],[11]
1072,部分 物品 已 出 ， 请 看 更新 的 list ， 谢谢 ！,部分 物品 已 出 ， 请 看 更新 的 列表 ， 谢谢 ！,[],[9_10],[9_10],[4_10_12],[4_10_12]
1073,希望 房子 距离 ist 和 超市 不要 太远 ， 走路 / 公交 便利 。,希望 房子 距离 ist 和 超市 不要 太远 ， 走路 / 公交 便利 。,[ist],[3],[3],[8_10_13],[8_10_13]
1074,需要 ride 的 赶紧 联系 我,需要 拼车 的 赶紧 联系 我,[],[1],[1],,
1075,需要 ride 的 赶紧 联系 我 哈 ， 就 我 自己 一 人 。,需要 拼车 的 赶紧 联系 我 哈 ， 就 我 自己 一 人 。,[],[1],[1],[7_13],[7_13]
1076,转让 ： dell 11 .,转让 ： 戴尔 11 .,[],[2_3_4],[2_3_4],[1_4],[1_4]
1077,住 park forest apartments,住 森林 公园 公寓,[],[1_2_3],[1_2_3],,
1078,非常 适合 couple 使用 。,非常 适合 情侣 使用 。,[],[2],[2],[4],[4]
1079,已 更新 gone 的 和 预定 的 都 用 颜色 标记 了 欢迎 购买 和 咨询 ~,已 更新 没有 了 的 和 预定 的 都 用 颜色 标记 了 欢迎 购买 和 咨询 ~,[],[2],[2],[16],[17]
1080,可以 跟 我 email 联系 哦,可以 跟我 电子 邮件 联系 哦,[],[3],[1_2_3],,
1081,需要 ride 的 请 联系 ： pn-14,需要 拼车 的 请 联系 ： 917-396-3378,[],[1],[1],[5_6],[5_6]
1082,本人 huck institute of life science 的 学生 ， 专业 是 biotechnology 。,本人 哈 克 生命 科学 研究所 的 学生 ， 专业 是 生物 技术 。,[],[1_2_3_4_5_11_12],[1_2_3_4_5_11_12_13],[8_12],[8_13]
1083,求 ride ， 可以 share 邮费 和 部分 辛苦 费 ， 单程 也 可以 谢谢 了 ！,求拼车 ， 可以 共享 邮费 和 部分 辛苦 费 ， 单程 也 可以 谢谢 了 ！,[],[1_2_4],[0_1_3],[2_10_16],[1_9_15]
1084,我 可以 给 ride,我 可以 给 拼车,[],[3],[3],,
1085,确认 过 了 ， 是 错 的 ， 那 一 家 公寓 确实 在 illinois 。,确认 过 了 ， 是 错 的 ， 那 一 家 公寓 确实 在 伊利诺伊 。,[],[14_15],[14_15],[3_7_15],[3_7_15]
1087,id=0b8zoh5xsqomflur4oxlfvxl1dza&usp = sharing 如 有 兴趣 ， 请 发 邮件 至 em@76,em@77,[],[0_1_2],[0],[1_6_11],[0]
1088,想 找 专业 人员 修补 地板 ， 去 哪 zhao,想 找 专业 人员 修补 地板 ， 去 哪 招,[],[9],[9],[6],[6]
1089,两 层 house 上下 各 有 一 间 卫生间 。,两 层 房子 上下 各 有 一 间 卫生间 。,[],[2],[2],[9],[9]
1090,附近 有 fuji ， my thai ， 百度 等 中国 餐厅 。,附近 有 fuji ， mythai ， 百度 等 中国 餐厅 。,[fuji],[2_3_4_5_6],[2_3_4_5],[3_6_11],[3_5_10]
1091,woodbury 好 远 啊,woodbury 好 远 啊,[woodbury],[0],[0],,
1092,up up up 房子 还 在 哈,upupup 房子 还 在 哈,[],[0_1_2],[0],,
1093,可以 一起 租车 ， 换 着 开 ， share 费用 。,可以 一起 租车 ， 换 着 开 ， 公共 的 费用 。,[],[8],[8_9],[3_7_10],[3_7_11]
1094,可以 直接 提交 申请 ， 只 要是 penn state 职员 学生 学者 ， 然后 离 学校 步行 距离 0 .,可以 直接 提交 申请 ， 只要是 宾州 州立 大学 职员 学生 学者 ， 然后 离 学校 步行 距离 0 .,[],[7_8],[5_6_7_8_18_19],[4_12_19],[4_12_19]
1095,现在 一 次 卧 出租 ， 需要 与 另 一 次 卧 share 卫生间 。,现在 一 次 卧 出租 ， 需要 与 另 一 次 卧 公共 的 卫生间 。,[],[12],[12_13],[5_14],[5_15]
1096,prefer 短信 先 。,比较 喜欢 短信 先 。,[],[0],[0_1],[3],[4]
1097,亲 ， 租金 和 utilities 怎么 算 的 呢 ？,亲 ， 租金 和 设备 怎么 算 的 呢 ？,[],[4],[4],[1_9],[1_9]
1098,租车 费用 share 。,租车 费用 公共 的 。,[],[2_3],[2_3_4],[3],[4]
1099,二 楼 的 是 full bathroom ， 空间 比较 大 ， 一 应 俱全 。,二 楼 的 是 完整 浴室 ， 空间 比较 大 ， 一应俱全 。,[],[4_5_6],[4_5_6_11_12],[6_10_14],[6_10_12]
1100,周围 邻居 很 安静 ， 没有 part 。,周围 邻居 很 安静 ， 没有 部分 。,[],[6_7],[6_7],[4_7],[4_7]
1101,车况 ： 良好 ， 无 事故 记录 ， clean title ；,车况 ： 良好 ， 无 事故 记录 ， 干净 的 头衔 ；,[],[8_9_10],[8_9_10_11],[1_3_7_10],[1_3_7_11]
1102,联系 方式 ： email : wanggh .,联系 方式 ： 电子 邮件 : wanggh .,[],[3_4_5_6],[3_4_5_6_7],[2_4_6],[2_5_7]
1103,hello ， 房间 已 出租 了 吗 ？,你 好 ， 房间 已 出租 了 吗 ？,[],[0_1],[0_1_2],[1_7],[2_8]
1104,虽然 可能性 不 大 ， 但 还是 求 一下 ride 吧 。,虽然 可能性 不 大 ， 但 还是 求 一下 拼车 吧 。,[],[9],[9],[4_11],[4_11]
1106,赠 家具 、 灯具 、 厨具 和 一 台 canon 打印机 （ 带 复印 、 扫描 功能 ） 。,赠 家具 、 灯具 、 厨具 和 一 台 佳能 打印机 （ 带 复印 、 扫描 功能 ） 。,[],[9],[9],[2_4_11_14_17_18],[2_4_11_14_17_18]
1107,如果 有 去 的 ride 也 可以 的 ！,如果 有 去 的 拼车 也 可以 的 ！,[],[4],[4],[8],[8]
1108,usp = sharing 具体 价格 可以 详细 商量,usp = sharing 具体 价格 可以 详细 商量,[usp_sharing],[0_1_2],[0_1_2],[1],[1]
1109,房子 里 基本 的 家具 都 有 （ 床 是 twin size 的 ） ， utility 全 包 。,房子 里 基本 的 家具 都 有 （ 床 是 双胞胎 大 小 的 ） ， 设备 全 包 。,[],[10_11_15],[10_11_12_16],[7_13_14_18],[7_14_15_19]
1110,交通 便利 ， r ， rc ， rp ， k .,交通 便利 ， r ， rc ， rp ， k.,[r_rc_rp],[3_4_5_6_7_8_9_10],[3_4_5_6_7_8_9],[2_4_6_8_10],[2_4_6_8_9]
1111,需要 和 另外 一 个 住户 share 二 楼 的 卫生间 浴室 。,需要 和 另外 一 个 住户 公共 的 二 楼 的 卫生间 浴室 。,[],[6],[6],[12],[13]
1112,但 地下室 有 一 个 full bath 可以 使用 ， 不 会 有 冲突 。,但 地下室 有 一 个 完整 浴室 可以 使用 ， 不 会 有 冲突 。,[],[5_6],[5_6],[9_14],[9_14]
1113,快要 回去 了 ， 转让 meal plan 十 次 午餐 卡 。,快要 回去 了 ， 转让 饮食 计划 十 次 午餐 卡 。,[],[5_6],[5_6],[3_11],[3_11]
1114,因为 是 单独 一 层 ， 有 独立 卫生间 ， 所以 应该 是 男女 都 可以 住 ， 但 prefer 男生 。,因为 是 单独 一 层 ， 有 独立 卫生间 ， 所以 应该 是 男女 都 可以 住 ， 但 比较 喜欢 男生 。,[],[19],[19_20],[5_9_17_21],[5_9_17_22]
1115,也 有用 queen size 床 的 ， 就是 空间 显 小 了 点 。,也有用 大号 床 的 ， 就是 空间 显 小 了 点 。,[],[2_3],[0_1],[6_13],[4_11]
1116,我们 想 是 三 个 人 的 名字 最后 都 要 在 lease 上面 ， 这样 对 大家 都 比较 好,我们 想 是 三 个 人 的 名字 最后 都 要 在 租金 上面 ， 这样 对 大家 都 比较 好,[],[12],[12],[14],[14]
1117,在 这里 推荐 一 个 google chrome 的 插件 叫 rate my penn state !,在 这里 推荐 一 个 谷歌 浏览器 的 插件 叫 评价 我 的 宾州 州立 大学 !,[],[5_6_10_11_12_13_14],[5_6_10_11_13_14_15_16],[14],[16]
1118,用 google chrome 的 同学 千万 不 要 错过 哦 ！,用 谷歌 浏览器 的 同学 千万 不 要 错过 哦 ！,[],[1_2],[1_2],[10],[10]
1119,html 可以 联系 我 电话 814-9542135 vehicle highlights,html 可以 联系 我 电话 814-9542135 汽车 两点,[html],[0_6_7],[0_6_7],,[5]
1120,没有 party ， 不 会 打扰 你 。,没有 派对 ， 不 会 打扰 你 。,[],[1_2],[1_2],[2_7],[2_7]
1121,有意 ， 本人 phd 新生 ， 性格 不 爱 折腾 ， 无 不良 嗜好 ， 有意 lease 。,有意 ， 本人 研究生 新生 ， 性格 不 爱 折腾 ， 无 不良 嗜好 ， 有意 租金 。,[],[3_16_17],[3_16_17],[1_5_10_14_17],[1_5_10_14_17]
1122,完 了 以后 你 就 登录 ， 然后 选 【 access my clearances 】 ， 【 create clearance application 】 然后 根据 要求 再 填 一 大 堆 信息 ， 然后 网上 付款 。,完 了 以后 你 就 登录 ， 然后 选 【 进入 我 的 权限 】 ， 【 创建 权限 申请 】 然后 根据 要求 再 填 一 大 堆 信息 ， 然后 网上 付款 。,[],[10_11_12_13_14_15_16_17_18_19],[10_11_12_13_14_15_16_17_18_19_20],[6_9_13_14_15_19_29_33],[6_9_14_15_16_20_30_34]
