SentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
PIT_435,另 有 全套 基本 家具 （ full size 床 / 书桌 / 柜子 / 空调 ） 如 需要 可 低价 转让 。,另 有 全套 基本 家具 （ 全尺寸 大小床 / 书桌 / 柜子 / 空调 ） 如 需要 可 低价 转让 。,[],[6_7],[6_7_8],[5_9_11_13_15_21],[5_8_10_12_14_20]
PIT_437,因为 之前 要 租 的 同学 变卦 所以 房间 又 available 了 ， 有 兴趣 请 邮件 联系 ， 我 会 提供 照片 ~,因为 之前 要 租 的 同学 变卦 所以 房间 又 有效 了 ， 有 兴趣 请 邮件 联系 ， 我 会 提供 照片 ~,[],[10],[10],[12_18_23],[12_18_23]
PIT_438,mini van 包车 往返 pit 机场 及 匹兹堡 市区,小面包 车 包车 往返 pit 机场 及 匹兹堡 市区,[pit],[0_1_4],[0_1_4],,
PIT_444,八月 初 入住 ， 一 年 lease .,八月 初 入住 ， 一 年 合同 。,[],[6_7],[6_7],[3_7],[3_7]
PIT_451,月 租金 $450 ， 包 所有 utilities 。,月 租金 $450 ， 包 所有 水电气 。,[],[6_7],[6_7],[3_7],[2_3_7]
PIT_459,hello 大家 好,嘿 大家 好,[],[0],[0],,
PIT_463,apartment 网站 如下 ：,公寓 网站 如下 ：,[],[0],[0],[3],[3]
PIT_465,公共 家居 都 是 全 的 ， 房间 里 有 桌子 椅子 ， full size 的 床 ， 因为 我 之后 还 要 回来 住 ， 所以 柜子 ， 箱子 里面 的 东西 希望 你 不 要 动,公共 家居 都 是 全 的 ， 房间 里 有 桌子 椅子 ， 全尺寸 大小 的 床 ， 因为 我 之后 还 要 回来 住 ， 所以 柜子 ， 箱子 里面 的 东西 希望 你 不 要 动,[],[13_14],[13_14],[6_12_17_25_28],[6_12_17_25_28]
PIT_466,已 降价 ， still available,已 降价 ， 依旧 有效,[],[3_4],[3_4],[2],[2]
PIT_467,出租 的 这个 卧室 很 大 ， 阳光 充沛 ， 是 独 栋 三 层 大 house 四 个 卧室 中 的 一 个 。,出租 的 这个 卧室 很 大 ， 阳光 充沛 ， 是 独 栋 三 层 大 独 栋 住宅 四 个 卧室 中 的 一 个 。,[],[16],[18],[6_9_24],[6_9_26]
PIT_468,出租 的 这个 卧室 位于 第二 层 ， 一 层 是 share 的 客厅 餐厅 和 厨房 。,出租 的 这个 卧室 位于 第二 层 ， 一 层 是 共享 的 客厅 餐厅 和 厨房 。,[],[11],[11],[7_17],[7_17]
PIT_469,家具 齐全 ， 书架 ， 衣柜 ， full size 床 ， 书桌 ， 椅子 等 ；,家具 齐全 ， 书架 ， 衣柜 ， 全尺寸 大 小床 ， 书桌 ， 椅子 等 ；,[],[7_8],[7_8_9_10],[2_4_6_10_12_15],[2_4_6_10_12_15]
PIT_470,取暖 用 gas ， 暖气 很 足 ， 房东 付 。,取暖 用气 ， 暖气 很 足 ， 房东 付 。,[],[2_3],[1_2],[3_7_10],[2_6_9]
PIT_471,房子 的 大致 floor plan,房子 的 大致 平面图,[],[3_4],[3],,
PIT_472,二 楼 的 full bathroom,二 楼 的 完整 浴室,[],[3_4],[3_4],,
PIT_473,家具 齐全 ， 书架 ， 衣柜 ， queen size 床 ， 书桌 ， 椅子 等 ；,家具 齐全 ， 书架 ， 衣柜 ， 大号 尺寸 的 床 ， 书桌 ， 椅子 等 ；,[],[7_8],[7_8_9],[2_4_6_10_12_15],[2_4_6_11_13_16]
PIT_475,公寓 有 免费 gym ， 门口 有 免费 停车场 。,公寓 有 免费 体育馆 ， 门口 有 免费 停车场 。,[],[3_4],[3_4],[4_9],[4_9]
PIT_476,你 好 ， 可以 看看 我们 的 house ， 详见 我 的 帖子,你 好 ， 可以 看看 我们 的 独栋 住宅 ， 详见 我 的 帖子,[],[7_8],[7_8_9],[2_8],[2_9]
PIT_482,房租 不 包括 utilities （ 水 / 电 / 气 ） 。,房租 不 包括 水电气 （ 水 / 电 / 气 ） 。,[],[3_4],[3_4],[4_6_8_10_11],[4_6_8_10_11]
PIT_483,采光 充足 ， 物业 nice 。,采光 充足 ， 物业好 。,[],[4_5],[3_4],[2_5],[2_4]
PIT_484,整 租 可以 直接 跟 物业 签 lease 一 年 。,整 租 可以 直接 跟 物业 签合同 一 年 。,[],[7],[6],[10],[9]
PIT_485,独立 house 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住 。,独立 独 栋 住宅 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住 。,[],[1],[1_2_3],[7_11_14],[9_13_16]
PIT_488,拎包 入住 ～ 关于 公寓 信息 就 不 用 多 说 了 吧 ， 那 是 相当 popular ， 相当 好 的 ~~~,拎包 入住 ～ 关于 公寓 信息 就 不 用 多 说 了 吧 ， 那 是 相当 受 追捧 ， 相当 好 的 ~~~,[],[17_18],[17_18_19],[2_13_18],[2_13_19_23]
PIT_489,preferred 地点 ：,比较 喜欢 的 地点 ：,[],[0],[0_1_2],[2],[4]
PIT_490,最 多 两 人 share 一 个 卫生间,最多 两 人 共享 一 个 卫生间,[],[4],[0_3],,
PIT_491,研究生 social work 入学 ， 过去 五 年 在 美国 中部 一 城市 学习 + 工作,研究生 社会 工作 入学 ， 过去 五 年 在 美国 中部 一 城市 学习 + 工作,[],[1_2],[1],[4_14],[4_14]
PIT_493,公寓 house 皆 可 。,公寓 独栋 住宅 皆 可 。,[],[1],[1_2],[4],[5]
PIT_495,utility : 自理,水电气 : 自理,[],[0_1],[0_1],[1],[1]
PIT_497,后院 有 鱼池 ， 有 阳台 ， 可以 barbecue ；,后院 有 鱼池 ， 有 阳台 ， 可以 烧烤 ；,[],[8_9],[8_9],[3_6_9],[3_6_9]
PIT_500,是 house 。,是 独栋 住宅 。,[],[1_2],[1_2_3],[2],[3]
PIT_501,available 时间 是 5 .,有效 时间 是 5 。,[],[0],[0_3_4],[4],[4]
PIT_502,房型 ： studio ( efficiency ),房型 ： 工作室 ( 效率 ),[],[2_3_4_5],[2_3_4_5],[1_3_5],[1_3_5]
PIT_503,走路 10-15 min 可 到 pitt&cmu ；,走路 10 - 15 分钟 可 到 匹大/卡耐基 梅隆 ；,[],[2],[1_2_3_4_8_9],[6],[2_7_9]
PIT_504,house 一共 有 三 间 卧室 ， 另外 两 间 分别 住 了 一 个 匹 大 本科 美国 女生 ， 和 一 个 匹 大 博士后 中国 男生 。,独 栋 住宅 一 共 有 三 间 卧室 ， 另外 两 间 分别 住 了 一 个 匹 大 本科 美国 女生 ， 和 一 个 匹 大 博士后 中国 男生 。,[],[0],[0_1_2_4],[6_20_29],[9_23_32]
PIT_505,房租 ： $400 / 月 全 包 ， 已 包含 所有 utilities + 网 费 + management 申请 费$200 .,房租 ： $400 / 月 全 包 ， 已 包含 所有 水电气 + 网 费 + 物业 申请 费$200 。,[],[11_12_16],[11_12_16],[1_3_7_12_15_19],[1_2_3_7_12_15_18_19]
PIT_506,house 宽敞 整洁 ， 4b1 .,独 栋 住宅 宽敞 整洁 ， 4b1 。,[],[0],[0_1_2_6_7],[3_5],[5_7]
PIT_507,不 开 party ！,不 开 聚会 ！,[],[2_3],[2_3],[3],[3]
PIT_509,house 里面 的 一 个 客厅 ， 带 家具,独 栋 住宅 里面 的 一 个 客厅 ， 带 家具,[],[0],[0_1_2],[6],[8]
PIT_511,朋友 来 聚餐 ， 开 party 都 有 足够 空间 。,朋友 来 聚餐 ， 开 聚会 都 有 足够 空间 。,[],[5],[5],[3_10],[3_10]
PIT_513,房子 是 一 个 大 house 有 院子 ， 门口 就 可以 免费 停车 很 方便 。,房子 是 一 个 大 独 栋 住宅 有 院子 ， 门口 就 可以 免费 停车 很 方便 。,[],[5],[5_6_7],[8_16],[10_18]
PIT_517,utility : 自理 （ 约 80-100 / 月 ）,水电气 : 自理 （ 约 80-100 / 月 ）,[],[0_1],[0_1],[1_3_6_8],[1_3_5_6_8]
PIT_521,下面 是 自己 对 这个 apartment 的 一些 总结 。,下面 是 自己 对 这个 公寓 的 一些 总结 。,[],[5],[5],[9],[9]
PIT_523,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 party 。,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 聚会 。,[],[17_18],[17_18],[3_7_10_11_18],[3_7_10_11_18]
PIT_526,有 车库 ， drive way parking 和 street parking 。,有 车库 ， 车道 停车 和 路边 停车 。,[],[3_4_5_7_8_9],[3_4_6_7_8],[2_9],[2_8]
PIT_528,位 于 trees hall 附近 ， 步行 至 trees hall 仅 三 分钟,位于 大 树 厅 附近 ， 步行 至 大树厅 仅 三 分钟,[],[2_3_8_9],[0_1_2_3_8],[5],[5]
PIT_533,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 appliances .,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 器具 。,[],[25_26],[25_26],[4_13_16_20_26],[4_13_16_20_26]
PIT_538,still available 价格 可以 商议,依旧 有效 ; 价格 可以 商议,[],[0_1],[0_1_2],,[2]
PIT_543,有 一 个 fireplace ， 中央 空调 。,有 一 个 壁炉 ， 中央 空调 。,[],[3_4],[3_4],[4_7],[4_7]
PIT_547,apartment ， 两 室 一 厅 ， 出租 其中 一 间 卧室 。,公寓 ， 两 室 一 厅 ， 出租 其中 一 间 卧室 。,[],[0_1],[0_1],[1_6_12],[1_6_12]
PIT_548,可以 share 大部分 家用 电器 ， 厨房 用品 ， 客厅 家具 等 。,可以 公寓 大部分 家用 电器 ， 厨房 用品 ， 客厅 家具 等 。,[],[1],[1],[5_8_12],[5_8_12]
PIT_553,apartment 是 一 房 一 厅 ， 一 厨房 ， 一 卫浴 。,公寓 是 一 房 一 厅 ， 一 厨房 ， 一卫浴 。,[],[0],[0_10_11],[6_9_12],[6_9_11]
PIT_555,非常 适合 coupon 或者 一 个 人 ！,非常 适合 一 对儿 或者 一 个 人 ！,[],[2],[3],[7],[8]
PIT_557,现有 两 名 女生 居住 ， 一 名 匹 大 phd ， 另 一 名 匹 大 master ， 都 是 很 好 相处 的 女生 。,现有 两 名 女生 居住 ， 一 名 匹 大 博士 ， 另 一 名 匹 大 硕士 ， 都 是 很 好 相处 的 女生 。,[],[10_11_17_18],[10_11_17_18],[5_11_18_26],[5_11_18_26]
PIT_559,apartment : 一 室 一 厅 。,公寓 : 一 室 一 厅 。,[],[0_1],[0_1],[1_6],[1_6]
PIT_560,roommate ： 匹 大 硕士 第二 年 ， 温柔 安静 好 相处 。,室友 ： 匹 大 硕士 第二 年 ， 温柔 安静 好 相处 。,[],[0_1],[0_1],[1_7_12],[1_7_12]
PIT_561,饭厅 有 两 张 书桌 ， 房间 有 一 张 king size bed 。,饭厅 有 两 张 书桌 ， 房间 有 一 张 超 大号 床 。,[],[10_11_12_13],[10_11_12_13],[5_13],[5_13]
PIT_563,户型 ： 一 室 一 厅 ， 崭新 的 apartment room 。,户型 ： 一 室 一 厅 ， 崭新 的 公寓 间 。,[],[9_10_11],[9_10_11],[1_6_11],[1_6_11]
PIT_564,现有 两 匹 大 男生 ， 一 master 一 phd ， 很 好 相处 。,现有 两 匹 大 男生 ， 一 硕士 一 博士 ， 很 好 相处 。,[],[7_9_10],[7_9_10],[5_10_14],[5_10_14]
PIT_565,ps ： 房子 的 位置 在 north oakland ， 周围 小区 华人 和 白人 比较 多 ， 所以 比较 安全 ， 晚上 回家 也 不用 特别 担心 。,附笔 ： 房子 的 位置 在 北奥克兰 ， 周围 小区 华人 和 白人 比较 多 ， 所以 比较 安全 ， 晚上 回家 也 不用 特别 担心 。,[],[0_1_6_7_8],[0_1_6_7],[1_8_16_20_27],[1_7_15_19_26]
PIT_566,如果 有 兴趣 可以 联系 我 email :,如果 有 兴趣 可以 联系 我 电子 邮件 :,[],[6_7],[6_7_8],[7],[8]
PIT_574,暑假 在 匹 大 上 summer ， 实在 不 想 再 搬 一 次 。,暑假 在 匹 大 上 暑校 ， 实在 不 想 再 搬 一 次 。,[],[5_6],[5_6],[6_14],[6_14]
PIT_580,有意 者 text or call pn-13 better to text first .,有 意者 短信 或者 电话 pn-13 最 好 短信 优先 。,[],[2_3_4_5_6_7_8_9_10],[0_1_2_3_4_5_6_7_8_9_10],[5_10],[5_10]
PIT_582,pets 可以 商量 。,宠物 可以 商量 。,[],[0],[0],[3],[3]
PIT_583,补充 ： bathroom,补充 ： 浴室,[],[2],[2],[1],[1]
PIT_584,这 是 one bedroom apartment .,这 是 单 卧室 公寓 。,[],[2_3_4_5],[2_3_4_5],[5],[5]
PIT_587,房子 结构 ： 三 层 楼 house,房子 结构 ： 三 层 楼 独 栋 住宅,[],[6],[6_7_8],[2],[2]
PIT_588,周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,周边 ： 附近 有 酒吧 和 餐厅 ， 还 有 小 超市 。,[],[4],[4],[1_7_12],[1_7_12]
PIT_592,房租 在 400-500 usd / 月,房租 在 400-500 美 刀 / 月,[],[3_4],[3_4_5],[4],[2_5]
PIT_596,） 即日 起 available ！,） 即日起 有效 ！,[],[0_3_4],[0_1_2_3],[0_4],[0_3]
PIT_600,有 床 （ queen size ） 和 桌子 椅子 。,有 床 （ 大号 尺寸 的 ） 和 桌子 椅子 。,[],[3_4_5],[3_4_5_6],[2_5_9],[2_6_10]
PIT_601,三 层 house ， 带 地下室 。,三 层 独 栋 住宅 ， 带 地下室 。,[],[2_3],[2_3_4_5],[3_6],[5_8]
PIT_604,并且 bus stop 的 位置 距离 公寓 只 需 四 分钟 的 时间 。,并且 公交 站的 位置 距离 公寓 只 需 四 分钟 的 时间 。,[],[1_2],[1_2],[13],[12]
PIT_605,房租 交付 方式 为 check 。,房租 交付 方式 为 支票 。,[],[4_5],[4_5],[5],[5]
PIT_606,maintenance request 发出 一 两 天 内 就 会 有 人 来 修 。,维修 申请 发出 一 两 天 内 就 会 有 人 来 修 。,[],[0_1],[0_1],[13],[13]
PIT_608,房子 是 独立 town house,房子 是 独立 联 排 楼,[],[3_4],[3_4_5],,
PIT_610,本人 求 one bed room ， college garden .,本人 求 单 卧室 间 ， 学校 花园 。,[],[2_3_4_5_6_7_8],[2_3_4_5_6_7_8],[5_8],[5_8]
PIT_612,house 里 还 有 客厅 ， 厨房 ， 地下室 。,独 栋 住宅 里 还 有 客厅 ， 厨房 ， 地下室 。,[],[0],[0_1_2],[5_7_9],[7_9_11]
PIT_613,三 层 楼 house,三 层 楼 独 栋 住宅,[],[3],[3_4_5],,
PIT_614,周边 ： 生活 便利 ， 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,周边 ： 生活 便利 ， 附近 有 酒吧 和 餐厅 ， 还 有 小 超市 。,[],[7],[7],[1_4_10_15],[1_4_10_15]
PIT_615,house 里面 的 人 都 是 不 开 party 的 匹 大学生 。,独 栋 住宅 里面 的 人 都 是 不 开 聚会 的 匹 大学生 。,[],[0_8],[0_1_2_10],[12],[14]
PIT_622,房东 美国 老头 ， 非常 nice .,房东 美国 老头 ， 非常 好 。,[],[5_6],[5_6],[3_6],[3_6]
PIT_623,available from january ， 拎包 入住 ， 一月 房租 免除 ！,从 一月 起 有效 ， 拎包 入住 ， 一月 房租 免除 ！,[],[0_1_2_3],[0_2_3_4],[3_6_10],[4_7_11]
PIT_624,walnut street 上面 的 小店 和 bar 也 不错 ；,核桃 街 上面 的 小店 和 酒吧 也 不错 ；,[],[0_1_6],[0_1_6],[9],[9]
PIT_625,house 里面 的 一 层 （ 一 室 一 厅 ） ， 带 家具,独 栋 住宅 里面 的 一 层 （ 一 室 一 厅 ） ， 带 家具,[],[0],[0_1_2],[5_10_11],[7_12_13]
PIT_627,house 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,独 栋 住宅 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,[],[0],[0_1_2],[5_9_13],[7_11_15]
PIT_629,二 楼 有 一 个 卫生间 一 楼 还 有 一 个 的 卫生间 ， 为 half bathroom,二 楼 有 一 个 卫生间 一 楼 还 有 一 个 的 卫生间 ， 为 半 浴室,[],[16_17],[16_17],[14],[14]
PIT_631,楼道 也 每 天 有 management 打扫 ， 维护 ~,楼道 也 每 天 有 物业 打扫 ， 维护 ~,[],[5],[5],[7_9],[7_9]
PIT_633,apartment 里 有 很多 国人 留学生 ～,公寓 里 有 很多 国人 留学生 ～,[],[0],[0],[6],[6]
PIT_635,房租 加上 utility 费用 一共 每 月 $1086 。,房租 加上 水电气 费用 一共 每 月 $1086 。,[],[2],[2],[8],[7_8]
PIT_637,卧室 在 house 二 楼 。,卧室 在 独 栋 住宅 二 楼 。,[],[2],[2_3_4],[5],[7]
PIT_643,餐厅 ： 周围 有 很多 pizza 店,餐厅 ： 周围 有 很多 披萨店,[],[5],[5],[1],[1]
PIT_646,( prefer 短信 ),( 比较 倾向于 短信 ),[],[0_1],[0_1_2],[0_3],[0_4]
PIT_649,干净 一 居室 的 apartment 出租 ，,干净 一 居室 的 公寓 出租 ，,[],[4],[4],[6],[6]
PIT_653,house 里面 的 一 个 卧室 ， 现在 就 可 入住,独 栋 住宅 里面 的 一 个 卧室 ， 现在 就 可 入住,[],[0],[0_1_2],[6],[8]
PIT_657,manager 人 非常 nice 。,经理人 非常 好 。,[],[0_3_4],[0_2_3],[4],[3]
PIT_658,house 里面 的 一 个 卧室,独 栋 住宅 里面 的 一 个 卧室,[],[0],[0_1_2],,
PIT_659,这个 一 室 一 厅 处于 一 个 三 楼 house 的 一 楼 ， 有 独立 的 卫生间 和 厨房 。,这个 一 室 一 厅 处于 一 个 三 楼 独 栋 住宅 的 一 楼 ， 有 独立 的 卫生间 和 厨房 。,[],[10],[10_11_12],[14_21],[16_23]
PIT_660,house 里面 的 一 个 客厅,独 栋 住宅 里面 的 一 个 客厅,[],[0],[0_1_2],,
PIT_662,此 房间 位于 三 层 楼 的 house 的 二 楼 一 间 ， 一 楼 是 客厅 、 厨房 和 厕所 。,此 房间 位于 三 层 楼 的 独栋 住宅 的 二 楼 一 间 ， 一 楼 是 客厅 、 厨房 和 厕所 。,[],[7],[7_8],[13_18_22],[14_19_23]
PIT_663,floor plan 见 ：,平面图 见 ：,[],[0_1],[0],[3],[2]
PIT_665,update 联系 方式 ： em@29,更新 联系 方式 ： em@29,[],[0],[0],[3_4],[3_4]
PIT_671,（ 我 的 这个 房间 是 没有 阳台 的 （ balcony ） ）,（ 我 的 这个 房间 是 没有 阳台 的 （ 阳台 ） ）,[],[0_10_11_12],[0],[0_9_11_12],[0_9_11_12]
PIT_674,single house : 房子 宽敞 明亮 !,单独 住宅 : 房子 宽敞 明亮 !,[],[0_1_2],[0_1_2],[2_6],[2_6]
PIT_675,新 安装 的 地板 ， 带 家具 ， full size 的 大 床 。,新 安装 的 地板 ， 带 家具 ， 全尺寸 大小 的 大 床 。,[],[8_9],[8_9],[4_7_13],[4_7_13]
PIT_676,新 安装 的 地板 ， 带 家具 ， full size 的 大 床 ， 房间 里 有 空调 。,新 安装 的 地板 ， 带 家具 ， 全尺寸 大小 的 大 床 ， 房间 里 有 空调 。,[],[8_9],[8_9],[4_7_13_18],[4_7_13_18]
PIT_677,需要 share bathroom 。,需要 共享 浴室 。,[],[1_2_3],[1_2_3],[3],[3]
PIT_683,厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 share ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 nice ， 很 爱 干净 。,厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 共享 ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 好 ， 很 爱 干净 。,[],[11_12_25_26],[11_12_25_26],[2_12_19_22_26_30],[2_12_19_22_26_30]
PIT_687,房间 位 于 house 三 层 楼 的 第三 层 。,房间 位于 独栋 住宅 三 层 楼 的 第三 层 。,[],[3],[1_2_3],[10],[10]
PIT_689,有意 租房 者 请 email 或 微 信 联系 ， 谢谢 ！,有意 租房 者 请 电子 邮件 或 微信 联系 ， 谢谢 ！,[],[4],[4_5_7],[9_11],[9_11]
PIT_690,有意 租房 者 请 email 或 微 信 联系 。,有意 租房 者 请 电子 邮件 或 微信 联系 。,[],[4],[4_5_7],[9],[9]
PIT_697,大 院子 和 front porch 。,大 院子 和 前廊 。,[],[3_4_5],[3_4],[5],[4]
PIT_702,up up 房子 依然 available,顶顶 房子 依然 有效,[],[0_1_4],[0_3],,
PIT_703,也 可以 street parking 。,也可以 路边 停车 。,[],[2_3_4],[0_1_2_3],[4],[3]
PIT_709,有意 租房 者 请 email 联系 ， 谢谢 ！,有意 租房 者 请 发电子 邮件 联系 ， 谢谢 ！,[],[4],[4_5],[6_8],[7_9]
PIT_711,近 学校 shuttle 站 。,近 学校 摆渡 车站 。,[],[2],[2_3_4],[4],[4]
PIT_713,有 车库 ， drive way 也 可以 停车,有 车库 ， 车道 也 可以 停车,[],[3_4],[3],[2],[2]
PIT_717,卧室 内 一 个 closet ， 客厅 另 有 一 个 closet 。,卧室 内 一 个 衣橱 ， 客厅 另 有 一 个 壁橱 。,[],[4_5_11_12],[4_5_11_12],[5_12],[5_12]
PIT_718,房租 每 月 $650 左右 ， 包 heat 和 gas ， 冬天 取暖 heat 是 大头 ， 这 省 了 很 大 一 笔 开支 。,房租 每 月 $650 左右 ， 包 供暖 和气 ， 冬天 取暖 供暖 是 大头 ， 这 省 了 很 大 一 笔 开支 。,[],[7_9_10_13],[7_8_9_12],[5_10_16_25],[3_5_9_15_24]
PIT_719,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 faculty 和 学生 ， 很 安全 而且 维修 管理 服务 便利 。,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 员工 和 学生 ， 很 安全 而且 维修 管理 服务 便利 。,[],[13],[13],[5_16_24],[5_16_24]
PIT_720,我们 实验室 有 个 博 后 ， 由于 他 的 老婆 和 女儿 过来 了 ， 故 需 换 一 个 大 点 的 apartment ， 所以 想 让 人 take over 他 目前 的 apartment 。,我们 实验室 有 个 博 后 ， 由于 他 的 老婆 和 女儿 过来 了 ， 故 需 换 一 个 大 点 的 公寓 ， 所以 想 让 人 接管 他 目前 的 公寓 。,[],[24_25_30_31_35_36],[24_25_30_34_35],[6_15_25_36],[6_15_25_35]
PIT_723,single house : 全新 装修 ！,单独 住宅 : 全新 装修 ！,[],[0_1_2],[0_1_2],[2_5],[2_5]
PIT_724,utility : 全 包 如上,水电气 : 全 包 如上,[],[0_1],[0_1],[1],[1]
PIT_726,lease 可以 从 八月 一日 起 一 年,合同 可以 从 八月 一日 起 一 年,[],[0],[0],,
PIT_727,有意 租房 者 请 email 联系,如果 感 兴趣 ， 请 通过 电子 邮件 联系 em@11,[],[4],[0_1_2_3_5_6_7],,[3_9]
PIT_735,匹 大 房产 college gardens 两 室 两 卫 的 apartment 。,匹 大 房产 学校 花园 两 室 两 卫 的 公寓 。,[],[3_4_10_11],[3_4_10_11],[11],[11]
PIT_737,town house ， 四 卧室 。,联排楼 ， 四 卧室 。,[],[0_1_2],[0_1],[2_5],[1_4]
PIT_740,房租 每 月 $2500 ， 房租 不 包括 utilities （ 水 / 电 / 气 ） 。,房租 每 月 $2500 ， 房租 不 包括 水电气 （ 水 / 电 / 气 ） 。,[],[8_9],[8_9],[4_9_11_13_15_16],[3_4_9_11_13_15_16]
PIT_742,房租 $600 / 月 ， all utility included （ i.,房租 $600 / 月 ， 包括 所有 水电气 费用 （ i 。,[i],[5_6_7_8_9],[5_6_7_8_9_10_11],[2_4_8],[1_2_4_9_11]
PIT_746,manager 联系 方式 ：,经理 联系 方式 ：,[],[0],[0],[3],[3]
PIT_750,房东 人 很 nice 。,房东人 很 好 。,[],[3_4],[0_2_3],[4],[3]
PIT_751,步行 到 匹 大 课室 、 图书馆 和 cafeteria 都 只 需 几 分钟 。,步行 到 匹 大 课室 、 图书馆 和 自助 餐厅 都 只需 几 分钟 。,[],[8],[8_9_11],[5_14],[5_14]
PIT_757,具体 email 沟通 em@35,具体 电子 邮件 沟通 em@35,[],[1],[1_2],[3],[4]
PIT_758,apartment 周边 环境 安静 ， 治安 也 比较 好 。,公寓 周边 环境 安静 ， 治安 也 比较 好 。,[],[0],[0],[4_9],[4_9]
PIT_759,这个 studio 在 三 楼 ， 也 不 面向 大 马路 ， 不 吵 ， 很 安静 。,这个 工作室 在 三 楼 ， 也 不 面向 大 马路 ， 不 吵 ， 很 安静 。,[],[1],[1],[5_11_14_17],[5_11_14_17]
PIT_760,独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 studio 。,独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 工作室 。,[],[15_16],[15_16],[2_6_16],[2_6_16]
PIT_763,免费 室外 停车 ， 收费 室内 garage,免费 室外 停车 ， 收费 室内 车库,[],[6],[6],[3],[3]
PIT_764,house 远离 主要 干道 ， 夜间 安静 保证 睡眠 质量 高 。,独 栋 住宅 远离 主要 干道 ， 夜间 安静 保证 睡眠 质量 高 。,[],[0],[0_1_2],[4_11],[6_13]
PIT_765,公寓 位于 五 楼 ， 采光 良好 ， 公寓 空间 很 大 ， 有 独立 的 卫生间 更衣 间 ， 和 完全 分离 的 厨房 ( 很多 studio 都 是 开放 厨房 ) .,公寓 位于 五 楼 ， 采光 良好 ， 公寓 空间 很 大 ， 有 独立 的 卫生间 更衣 间 ， 和 完全 分离 的 厨房 ( 很多 工作室 都 是 开放 厨房 ) 。,[],[27],[27],[4_7_12_19_25_32_33],[4_7_12_19_25_32_33]
PIT_769,公寓 里 自 配 独立 卫生间 ， closet ， 厨房 ， 非常 方便 ~,公寓 里 自 配 独立 卫生间 ， 衣橱 ， 厨房 ， 非常 方便 ~,[],[7_8],[7_8],[6_8_10_13],[6_8_10_13]
PIT_770,本人 因为 毕业 要 搬到 其它 地方 ， 所以 只 能 忍痛 割爱 了 ， 现 出租 超级 大 而且 独立 的 living room ！,本人 因为 毕业 要 搬到 其它 地方 ， 所以 只 能 忍痛 割爱 了 ， 现 出租 超级 大 而且 独立 的 客厅 ！,[],[22_23_24],[22_23],[7_14_24],[7_14_23]
PIT_771,conditions : 三 层 house 里面 最 大 的 一 间 卧室 。,情况 : 三 层 独 栋 住宅 里面 最 大 的 一 间 卧室 。,[],[0_1_4],[0_1_4_5_6],[1_12],[1_14]
PIT_772,二 层 是 三 个 卧室 和 一 间 bathroom 。,二 层 是 三 个 卧室 和 一 间 浴室 。,[],[9_10],[9_10],[10],[10]
PIT_773,两 位 非常 nice 的 男生 ， 分别 为 pitt 和 duquesne 研究生 。,两 位 非常 好 的 男生 ， 分别 为 匹兹堡 大学 和 杜肯 大学 研究生 。,[],[3_9_11],[3_9_10_12_13],[6_13],[6_15]
PIT_774,别 说 自己 没 天赋 ， have fun 不 需要 天赋 !,别 说 自己 没 天赋 ， 娱乐 不 需要 天赋 !,[],[6_7],[6],[5_11],[5_10]
PIT_780,提供 免费 的 street parking 和 便宜 的 室内 车库 。,提供 免费 的 路边 停车 和 便宜 的 室内 车库 。,[],[3_4],[3_4],[10],[10]
PIT_784,现有 独立 的 一 间 bedroom 出租 ， 在 mayflower 公寓 ， 属于 匹 大 的 房子 ， 在 north oakland 。,现有 独立 的 一 间 卧室 出租 ， 在 五月花 公寓 ， 属于 匹 大 的 房子 ， 在 北 奥克兰 。,[],[5_9_19_20_21],[5_9_19_20_21],[7_11_17_21],[7_11_17_21]
