sent_type,university,sent_id,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_negative_ln_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word,25_50_25_percent_location,10_80_10_percent_location,30_40_30_percent_location,first_middle_last_location,translation_sentence_length
code-switch,PSU,1667,我们 是 一 对 couple ， 方便 出租 吗 ？,我们 是 一 对 情侣 ， 方便 出租 吗 ？,5,couple,情侣,41.24197479182989,3.608845,NN,10,dep,3.478143 1.287868 1.933867 7.722329 3.608845 1.328567 4.045686 5.792592 5.314475 0.1054398,3.46178118,9.614349875751646,10.913632859881908,6,2,5,0,0,7.722329,2,2,2,2,10
code-switch,PSU,1668,有些 调整 ， 出租 main bedroom,有些 调整 ， 出租 主 卧室,5,main,主,35.21429177873199,4.609099,JJ,6,amod,3.272148 4.407377 0.712907 5.669408 4.609099 6.204358,4.145882833333333,10.913632859881908,9.121873390653853,4,1,1,0,0,5.669408,3,2,3,2,6
code-switch,PSU,1673,求 ride for five,求 五 个 人 的 车,2,ride,五,33.98106003604298,3.510118,CD,4,nummod,4.792746 3.510118 1.143469 1.767379 1.10345 4.245032,2.7603656666666665,7.581428349706703,9.067806169383577,4,1,2,0,0,4.792746,2,2,2,2,6
code-switch,PSU,1676,me too ， 也 有 人 给 我 发 网址 。,我 也 是 ， 也 有 人 给 我 发 网址 。,3,me,是,31.553283684116995,1.11764,VC,0,root,3.527254 2.296368 1.11764 3.181091 2.712579 1.166552 4.321469 3.542165 1.547507 3.987361 6.240107 1.09891,2.8949169166666664,10.625950787430126,5.623683743004388,2,1,0,1,0,2.296368,1,2,1,2,12
code-switch,PSU,1678,你 看 过 有 多少 比例 是 excellent 吗 ？,你 看 过 有 多少 比例 是 优秀 吗 ？,8,excellent,优秀,36.35451528923685,4.617417,VA,4,conj,3.991114 1.915177 2.971271 3.133916 1.84075 2.802354 1.856461 4.617417 5.937964 0.1054398,2.91718638,11.319097967990071,12.012245148550017,9,2,4,0,0,1.856461,3,2,3,2,10
code-switch,PSU,1680,现 at&t family plan 空余 两 条 线 。,现 at&t 家庭 套餐 空余 两 条 线 。,3,family,家庭,35.365730573433275,3.960525,NN,5,compound:nn,3.529129 10.51329 3.960525 4.841461 6.704144 3.472713 1.700665 2.573384 1.232665,4.280886222222222,9.239656426310235,9.815020571213797,6,2,2,0,0,10.51329,2,2,2,2,9
code-switch,PSU,1682,黑色 椅子 ( brand new ) : $ 56 .,黑色 椅子 ( 崭新 的 ) : $ 56 。,4,brand,崭新,38.20846609491361,5.715359,JJ,6,amod,4.449072 6.272233 2.416323 5.715359 0.1969498 4.395384 2.129648 4.533749 10.51329 1.427697,4.20497048,12.012245148550017,10.913632859881908,5,2,2,0,1,6.272233,2,2,2,2,10
code-switch,PSU,1685,一般 一 个 月 需 多少 money ？,一般 一 个 月 需 多少 钱 ？,7,money,钱,36.23025673993638,1.592732,NN,5,dobj,3.153544 3.159256 5.428717 1.215996 4.142942 4.170422 1.592732 1.0,2.982951125,10.913632859881908,10.220485679321962,5,1,2,0,0,4.170422,3,2,3,2,8
code-switch,PSU,1686,可以 询问 下 applied linguistics 的 老师 和 同学 ， 留心 广告,可以 询问 下 应用 语言学 的 老师 和 同学 ， 留心 广告,4,applied,应用,35.6418766416102,4.293479,NN,5,compound:nn,3.535944 4.775608 2.27123 4.293479 2.701806 1.453107 4.11015 1.631509 1.043269 1.637375 5.677688 4.440516,3.1309734166666665,12.012245148550017,10.913632859881908,7,2,1,0,0,2.27123,2,2,2,2,12
code-switch,PSU,1688,四 层 小 书 架 small bookcase$83 .,四 层 小 书架 小 bookcase$83 。,4,small,书架,40.70326280496592,6.686026,NN,5,nsubj,3.20292 2.370814 3.441834 6.686026 3.909676 10.51329 1.427697,4.507465285714286,12.012245148550017,10.402807236115917,5,2,1,0,0,3.441834,2,2,2,2,7
code-switch,PSU,1690,不管 哪种 都 需 去 office 申请 和 签 lease 。,不管 哪种 都 需 去 办事处 申请 和 签 租金 。,6,office,办事处,44.11189266874356,5.019498,NN,5,dobj,4.452208 2.167716 3.187267 3.462851 3.256005 5.019498 2.86655 2.565913 6.074209 6.085593 1.137612,3.661402,8.485884623933856,,6,3,1,0,0,3.256005,2,2,2,2,11
code-switch,PSU,1691,房间 还 是 available 的,房间 还是 有 位置 的,2,available,还是,34.930245137664635,4.695585,AD,3,advmod,5.415995 4.695585 1.496307 4.793412 1.328867,3.5460332,8.323365694436081,9.239656426310235,9,2,1,0,0,5.415995,2,2,2,2,5
code-switch,PSU,1694,客服 很 nice ， 丢 单 必 补 ， 从不 赖账 ；,客服 很 好 ， 丢 单 必 补 ， 从不 赖账 ；,3,nice,好,33.99205262349187,3.559633,VA,0,root,6.258925 4.103825 3.559633 1.364868 5.325006 5.170009 5.295517 4.23345 1.728817 4.807055 8.169356 3.037526,4.421165583333333,7.792737443373911,6.786498474836816,4,1,0,1,0,4.103825,1,2,1,2,12
code-switch,PSU,1698,因为 是 resident house ， 房子 周边 非常 安静 。,因为 是 居民 住宅 ， 房子 周边 非常 安静 。,3,resident,居民,35.77182148699019,4.581965,NN,4,compound:nn,2.896955 1.939256 4.581965 0.6766936 0.79588 5.365262 4.942608 4.499596 3.362691 1.233552,3.02944586,12.012245148550017,10.220485679321962,8,2,1,0,0,1.939256,2,2,1,2,10
code-switch,PSU,1702,是 在 学校 可以 办理 还是 需要 去 某 一些 office ， 可以 网上 办理 吗 ？,是 在 学校 可以 办理 还是 需要 去 某 一些 办事处 ， 可以 网上 办理 吗 ？,11,office,办事处,44.11189266874356,5.513984,NN,8,dobj,2.675791 1.92507 3.213869 3.191896 3.954736 4.838398 2.485431 2.902938 4.148213 2.225975 5.513984 0.8143263 2.974781 5.37317 3.047992 5.566506 0.1054398,3.2328538882352937,8.485884623933856,,6,3,3,0,0,2.225975,2,2,2,2,17
code-switch,PSU,1714,同时 也 欢迎 拿 gre 备考 资料 来 交换 。,同时 也 欢迎 拿 美国 研究生 入学 考试 备考 资料 来 交换 。,5,gre,美国,34.43532843512372,3.823509,NR,8,compound:nn,3.249861 1.402706 4.612175 5.057615 3.823509 5.021095 2.772742 5.26961 7.140625 1.166169 2.538546 3.330906 1.129163,3.5780555384615385,10.913632859881908,9.016512874996026,3,2,3,0,0,5.057615,2,2,2,2,13
code-switch,PSU,1718,物业 非常 nice ， 维修 非常 及时 。,物业 非常 好 ， 维修 非常 及时 。,3,nice,好,33.99205262349187,1.782907,VA,0,root,4.600861 4.619933 1.782907 0.5531858 5.095669 4.234586 4.576591 2.632837,3.5120712249999997,7.792737443373911,6.786498474836816,4,1,0,1,0,4.619933,2,2,2,2,8
code-switch,PSU,1723,另外 ， 本人 作息 规律 ， 不 会 开 party ， 无 不良 嗜好 ， 人 非常 好 相处,另外 ， 本人 作息 规律 ， 不 会 开 派对 ， 无不良 嗜好 ， 人 非常 好 相处,10,party,派对,40.895667412353966,3.070822,NN,9,dobj,2.677585 0.177946 4.790089 6.895824 1.625276 0.4196835 2.710884 2.865629 3.531172 3.070822 0.31627 10.51329 5.815166 0.7883704 3.788361 3.875054 1.861383 4.811253,3.363003216666667,8.183603752060922,12.012245148550017,5,2,1,0,0,3.531172,2,2,2,2,18
code-switch,PSU,1727,虽然 是 mini washer ， 但是 日常 衣物 洗 起来 都 毫 无 压力 。,虽然 是 迷你 洗衣机 ， 但是 日常 衣物 洗 起来 都 毫 无 压力 。,3,mini,迷你,43.04329118396415,4.912446,JJ,4,amod,2.585877 1.863194 4.912446 6.791408 1.115698 2.441755 4.80372 4.075368 5.62133 4.688158 2.64219 6.641521 4.15559 3.489732 0.9804869,3.787231593333334,10.625950787430126,,4,2,1,0,0,1.863194,1,2,1,2,15
code-switch,PSU,1728,标题 加 tag,标题 加 标签,3,tag,标签,39.63376238572233,5.510527,NN,2,dobj,4.495176 5.116006 5.510527,5.040569666666666,10.913632859881908,12.012245148550017,3,2,1,0,0,5.116006,3,3,3,3,3
code-switch,PSU,1732,必需 要 能 工作 later night 和 大部分 橄榄球 周末 。,必需 要 能 工作 下半夜 和 大部分 橄榄球 周末 。,5,later,下半夜,45.63804088822746,8.638811,NN,9,conj,5.007857 3.894337 4.000842 3.47088 8.638811 1.529443 3.708965 5.561341 5.565348 1.936868,4.3314692,12.012245148550017,,5,3,4,0,0,3.47088,2,2,2,2,10
code-switch,PSU,1733,可以 联系 几 个 人 一起 住 hotel 。,可以 联系 几 个 人 一起 住 旅店 。,8,hotel,旅店,40.73359645991546,4.527647,NN,7,dobj,3.535944 4.423425 4.660127 0.4997657 1.818464 1.931603 2.717601 4.527647 1.138303,2.8058755222222223,12.012245148550017,,5,2,1,0,0,2.717601,3,2,3,2,9
code-switch,PSU,1734,最好 是 couple ， 稳定 一点 的 那 种 。,最好 是 情侣 ， 稳定 一点 的 那 种 。,3,couple,情侣,41.24197479182989,4.727805,NN,0,root,5.001022 1.834626 4.727805 0.6746107 4.793679 4.633714 1.112219 4.015083 4.974262 0.8060885,3.2573109199999997,9.614349875751646,10.913632859881908,6,2,0,1,0,1.834626,2,2,1,2,10
code-switch,PSU,1735,我 想 加入 family plan,我 想 加入 家庭 套餐,4,family,家庭,35.365730573433275,5.365424,NN,5,compound:nn,3.527254 1.742613 2.741718 5.365424 4.841461,3.643694,9.239656426310235,9.815020571213797,6,2,1,0,0,2.741718,3,2,3,2,5
code-switch,PSU,1738,还 有 一 间 available,还有 一 间 有 位置,1,available,还有,42.97628924334167,3.674056,AD,4,nsubj,3.674056 0.7193732 1.826222 2.440712 4.627968,2.6576662399999997,8.323365694436081,8.54650924575029,9,2,3,0,,,1,2,1,1,5
code-switch,PSU,1740,hello 我 回复 了 你 邮件 ， 不 知道 你 有 没 有 查收 到 ？,你 好 我 回复 了 你 邮件 ， 不 知道 你 有 没 有 查收到 ？,2,hello,好,33.99205262349187,3.577481,VA,4,dep,3.991114 3.577481 4.00455 5.438549 1.578148 3.6651 6.362097 1.045707 3.035951 1.837657 2.35336 2.337467 2.538382 2.703747 10.51329 3.961602,3.684012625,9.179031804493802,6.786498474836816,5,1,2,0,0,3.991114,1,2,1,2,16
code-switch,PSU,1741,大家 好 ， 我 是 今年 新生 graduate student ， 想 找 有 family plan 缺 人 的 同学 一 起 加入 ， 有意 的 请 联系 ： sunny em@162,大家 好 ， 我 是 今年 新生 研究生 ， 想 找 有 家庭 套餐 缺 人 的 同学 一 起 加入 ， 有意 的 请 联系 ： sunny em@162,8,graduate,研究生,37.161163300893634,5.048563,NN,2,conj,4.683601 2.369944 0.3212334 1.874156 1.495947 4.644125 5.475705 5.048563 1.005279 4.139473 1.832083 3.007061 4.191264 4.791335 5.435452 2.96418 1.363013 4.067855 3.226351 4.880144 2.717803 2.255724 4.81948 1.615424 5.449572 3.59882 2.391007 8.030158 10.51329,3.731311806896552,10.220485679321962,9.527338498762017,8,3,6,0,0,5.475705,2,2,1,2,29
code-switch,PSU,1753,选择 standard shipping 即 可 免 运费 。,选择 标准 运输 即 可 免 运费 。,2,standard,标准,34.938702177633495,3.136307,NN,3,compound:nn,4.4189 3.136307 5.014231 4.574896 3.968558 5.67558 3.155119 0.9598828,3.862934224999999,10.913632859881908,11.319097967990071,8,2,1,0,0,4.4189,1,2,1,2,8
code-switch,PSU,1760,还有 一 个 spring box 。,还有 一 个 弹簧 箱 。,4,spring,弹簧,42.50706093672435,4.524281,NN,5,compound:nn,3.674056 0.7193732 5.870041 4.524281 5.688093 1.184674,3.610086366666667,10.402807236115917,12.012245148550017,6,2,1,0,0,5.870041,2,2,2,2,6
code-switch,PSU,1764,hello 美女 。,你 好 美女 。,1,hello,你,34.05114801368507,3.991114,PN,2,nsubj,3.991114 3.577481 6.144088 1.344694,3.76434425,9.179031804493802,7.021812561771281,5,1,1,0,,,1,2,1,1,4
code-switch,PSU,1765,tag 过度 依赖 用户 的 自觉 ， 也 容易 重复 和 混乱 。,标签 过度 依赖 用户 的 自觉 ， 也 容易 重复 和 混乱 。,1,tag,标签,39.63376238572233,5.361638,NN,3,nsubj,5.361638 5.377407 1.77234 4.116478 1.070854 5.369936 0.589095 2.100399 3.234193 4.723382 2.221874 4.051047 0.763428,3.134774692307692,10.913632859881908,12.012245148550017,3,2,2,0,,,1,1,1,1,13
code-switch,PSU,1769,hello ， 能 发 图片 看看 嘛 ？,你 好 ， 能 发 图片 看看 嘛 ？,1,hello,你,34.05114801368507,3.991114,PN,2,nsubj,3.991114 3.577481 1.413318 2.476216 3.388263 5.360964 6.103582 3.372987 1.812899,3.4996471111111114,9.179031804493802,7.021812561771281,5,1,1,0,,,1,2,1,1,9
code-switch,PSU,1770,这 份 协议 里 不仅 包括 了 折扣 ， 还 包括 了 fee waiver ， 其中 包括 万 恶 的 激活 费 。,这 份 协议 里 不仅 包括 了 折扣 ， 还 包括 了 减免 费用 ， 其中 包括 万 恶 的 激活 费 。,13,fee,减免,38.128171720914324,5.750447,NN,14,compound:nn,2.328403 4.195168 2.946685 3.283353 3.830157 2.045803 1.041393 4.85316 0.5446526 2.826794 2.677198 2.526148 5.750447 4.8899 0.7314612 2.343806 1.105512 4.320204 5.702744 1.184942 5.142428 5.284589 1.155616,3.074372339130434,9.614349875751646,,3,2,1,0,0,2.526148,2,2,2,2,23
code-switch,PSU,1771,楼 主 : in august we created this plan ;,楼主 : 在 八月 我们 制定 了 这个 计划 ;,1,in,楼主,45.30187072078238,6.527233,NN,6,dep,6.527233 3.638541 2.740024 4.083133 4.521952 3.853122 0.7263179 2.624001 1.890529 4.092137,3.46969899,9.067806169383577,9.815020571213797,2,2,5,0,,,1,1,1,1,10
code-switch,PSU,1772,and then we heard about the premier plan ， and joined it 楼 主 : so ， could the activation fee be waived ?,然后 我们 听说 了 首席 计划 ， 并 加入 了 它 楼主 : 所以 ， 是否 可以 免除 启动 费 ?,1,and,然后,35.6541140893135,3.924634,AD,3,advmod,3.924634 1.62606 4.136919 1.229741 4.752044 4.417431 0.8415478 1.281002 2.395817 0.6566548 3.966106 7.928619 3.638541 5.471318 1.282486 4.364275 1.48949 3.759815 4.807682 5.19733 5.447538,3.4578595523809517,9.179031804493802,9.239656426310235,3,2,2,0,,,1,1,1,1,21
code-switch,PSU,1774,楼 主 : yep !,楼主 : 对的 !,1,yep,楼主,45.30187072078238,6.527233,NN,4,dep,6.527233 3.638541 10.51329 4.07272,6.187945999999999,12.012245148550017,9.815020571213797,3,2,3,0,,,1,2,1,1,4
code-switch,PSU,1775,只要 holder 是 employee 就 可以 ， 大家 可以 考虑 抱 大腿,只要 所有 人 是 员工 就 可以 ， 大家 可以 考虑 抱 大腿,2,holder,所有,34.96923457787338,3.303072,DT,3,det,4.280333 3.303072 5.352611 2.23751 5.001866 2.79575 1.467619 2.488489 4.226371 1.800904 3.161473 5.437279 3.323957,3.4520949230769236,10.625950787430126,8.205582658779697,6,2,1,0,0,4.280333,1,2,1,2,13
code-switch,PSU,1779,建议 先 考 permit ， 反正 只要 笔试 。,建议 先 考 许可证 ， 反正 只要 笔试 。,4,permit,许可证,44.8984217423894,5.644895,NN,3,dobj,4.772542 2.836216 5.286949 5.644895 0.8365281 5.430283 4.915364 6.44068 1.146128,4.145509455555556,9.121873390653853,,6,3,1,0,0,5.286949,2,2,2,2,9
code-switch,PSU,1789,可以 的 ~ 租车 的 时候 记得 带 着 passport 就好,可以 的 ~ 租车 的 时候 记得 带着 护照 就好,8,passport,带着,45.51300211564858,5.249633,P,9,case,3.535944 3.491177 6.32515 6.36226 1.282007 2.621091 5.032321 5.249633 5.019627 10.51329,4.94325,12.012245148550017,12.012245148550017,8,2,1,0,0,5.032321,3,2,3,2,10
code-switch,PSU,1792,at&t 的 plan 还是 很 划算 的,at&t 的 计划 还是 很 划算 的,3,plan,计划,34.37279560567005,3.064143,NN,6,nsubj,10.51329 1.397776 3.064143 3.610519 2.278647 4.201145 0.3227735,3.6268990714285714,8.323365694436081,10.625950787430126,4,2,3,0,0,1.397776,2,2,2,2,7
code-switch,PSU,1793,prefer 短信 。,比较 喜欢 短信 。,1,prefer,比较,34.683706060306655,4.141838,AD,2,advmod,4.141838 2.530233 5.693947 1.305742,3.41794,9.527338498762017,8.456897087060604,6,2,1,0,,,1,2,1,1,4
code-switch,PSU,1795,适合 size 娇小 的 女生 。,适合 大小 娇小 的 女生 。,2,size,大小,36.69194028044125,3.665061,NN,3,compound:nn,5.100725 3.665061 6.982265 0.5228788 4.505866 0.8361432,3.6021565,7.1602148846304,10.220485679321962,4,2,1,0,0,5.100725,2,2,2,2,6
code-switch,PSU,1796,可以 deliver 。,可以 发出 。,2,deliver,发出,36.363719761630186,3.724456,VV,0,root,3.535944 3.724456 1.836539,3.0323130000000003,11.319097967990071,11.319097967990071,7,2,0,1,0,3.535944,2,2,2,2,3
code-switch,PSU,1798,床 是 什么 size ?,床 是 什么 大小 ?,4,size,大小,36.69194028044125,5.007592,NN,0,root,5.361638 2.40071 3.11645 5.007592 5.588147,4.2949074,7.1602148846304,10.220485679321962,4,2,0,1,0,3.11645,3,2,3,2,5
code-switch,PSU,1802,可以 给 新 老生 提供 chase 的 信用卡 referral .,可以 给 新 老生 提供 美国 大通 银行 的 信用卡 引荐 信 。,11,referral,引荐,42.54671018120392,6.251046,NN,12,compound:nn,3.535944 3.204482 2.877677 6.792873 3.87095 3.304961 6.355661 4.481265 1.208858 2.625604 6.251046 2.466868 1.967055,3.764864923076923,12.012245148550017,,8,2,1,0,0,2.625604,3,2,3,2,13
code-switch,PSU,1803,你 这样 只 想 着 自己 的 好处 不 给 别人 分 ， 用 你 链接 的 跟 直接 申请 一样 ， 那 谁 会 去 找 你 refer 啊 ？,你 这样 只 想 着 自己 的 好处 不 给 别人 分 ， 用 你 链接 的 跟 直接 申请 一样 ， 那 谁 会 去 找 你 参照 啊 ？,29,refer,参照,37.73115653648288,6.01267,VV,27,conj,3.991114 2.904065 3.527773 3.922718 4.515535 2.171905 0.2580324 3.91886 3.942944 2.735586 3.023759 4.063003 0.726564 3.568755 3.439278 5.734744 1.137477 5.16042 4.899474 3.281271 4.462863 0.3856505 3.565492 5.41849 1.769728 1.481371 2.597211 1.364166 6.01267 5.259141 1.242439,3.241370932258065,11.319097967990071,12.012245148550017,5,2,2,0,0,1.364166,3,3,3,2,31
code-switch,PSU,1804,本人 在 读 phd ， 女生 。,本人 在 读 研究生 ， 女生 。,4,phd,研究生,37.161163300893634,2.236027,NN,3,dobj,5.073573 1.430376 4.646318 2.236027 0.3507178 5.315138 1.312258,2.909201114285714,8.12042485043939,9.527338498762017,3,3,1,0,0,4.646318,2,2,2,2,7
code-switch,PSU,1805,包括 所有 utility 。,包括 所有 设施 。,3,utility,设施,35.96312358280597,3.213737,NN,1,dobj,3.748231 2.387392 3.213737 1.04445,2.5984525,8.041953234997894,9.239656426310235,7,2,2,0,0,2.387392,3,2,3,2,4
code-switch,PSU,1809,moving sale 继续 ， 除 新鲜 蔬菜 外 所有 商品 有 额外 10% off 的 折扣 ， 并且 可 与 其它 折扣 叠加 。,搬家 销售 继续 ， 除 新鲜 蔬菜 外 所有 商品 有 额外 10% 减价 的 折扣 ， 并且 可 与 其它 折扣 叠加 。,1,moving,搬家,40.40231890022949,6.527233,VV,0,root,6.527233 4.979757 3.698851 2.034003 3.421159 4.38139 5.589448 2.515708 2.927343 3.430215 2.32259 3.656193 10.51329 6.310332 1.42612 4.971677 0.80618 1.453107 2.688443 1.692756 2.574275 5.789017 6.272149 1.092287,3.7947301250000005,9.815020571213797,9.815020571213797,6,2,0,1,,,1,1,1,1,24
code-switch,PSU,1811,多少 mile 啊 ？,多少 英里 啊 ？,2,mile,英里,39.55156411075245,4.123935,M,1,mark:clf,5.550694 4.123935 6.230301 1.242439,4.28684225,10.625950787430126,,4,2,1,0,0,5.550694,2,2,2,2,4
code-switch,PSU,1813,想 租车 自己 开 过去 ， 看看 有 没 有 人 一起 走 share 一下 。,想 租车 自己 开 过去 ， 看看 有 没 有 人 一起 走 公共 的 一下 。,14,share,公共,35.83676799432036,4.856954,JJ,13,dobj,4.705596 6.427411 3.767874 3.512904 5.10412 1.164575 4.928547 1.173672 4.78227 2.703747 3.14761 2.847411 2.554261 4.856954 1.943345 6.10567 1.11296,3.578760411764706,7.7081800553458475,10.066334999494703,5,2,1,0,0,2.554261,3,2,3,2,17
code-switch,PSU,1816,近期 可以 尝试 一下 在 google 中 以 ［ 关键 字 site : bbs .,近期 可以 尝试 一下 在 谷歌 中 以 ［ 关键 字 网站 : bbs 。,12,site,网站,37.88718136821825,4.584168,NN,14,dep,4.35909 4.001186 3.497331 2.80563 2.811421 4.690859 3.529994 2.139574 6.483899 4.893206 3.704966 4.584168 3.385587 7.597489 2.062293,4.036446199999999,12.012245148550017,9.709660055555972,4,2,2,0,0,3.704966,3,2,3,2,15
code-switch,PSU,1817,在 学校 gym,在 学校 健身房,3,gym,健身房,42.055462020345864,6.876338,NN,0,root,1.464192 3.387532 6.876338,3.909354,10.066334999494703,9.373187818934758,3,3,0,1,0,3.387532,3,3,3,3,3
code-switch,PSU,1818,不可以 ， 要 签 一 年 的 lease,不可以 ， 要 签 一 年 的 租金,8,lease,租金,38.294004937140876,4.209389,NN,4,dobj,10.51329 1.197862 3.250175 4.07366 2.150431 0.4045706 0.9528666 4.209389,3.344030525,7.34880605443795,9.304194947447806,5,2,4,0,0,0.9528666,3,3,3,3,8
code-switch,PSU,1821,有 没 有 box 呢 ？,有 没 有 箱子 呢 ？,4,box,箱子,40.58773775376278,6.056702,NN,1,dobj,2.715695 4.66089 2.703747 6.056702 5.358202 0.1915589,3.6144658166666663,9.304194947447806,10.625950787430126,3,2,3,0,0,2.703747,2,2,2,2,6
code-switch,PSU,1826,物品 的 availability 以 google drive 为准 ， 欢迎 询问 。,物品 的 可用性 以 谷歌 云 盘 为准 ， 欢迎 询问 。,3,availability,可用性,41.23338637095909,5.037021,NN,8,nsubj,5.637844 1.02622 5.037021 3.302567 5.2423 2.363643 5.188514 5.757552 0.755304 4.928209 5.599946 1.595741,3.86957175,12.012245148550017,,12,3,5,0,0,1.02622,1,2,1,2,12
code-switch,PSU,1829,我 没有 多少 要求 ， 地点 远近 皆 可 ， 男女 无所谓 ， 喜欢 安静 一 点 的 环境 ， 但是 绝对 no smoking 。,我 没有 多少 要求 ， 地点 远近 皆 可 ， 男女 无所谓 ， 喜欢 安静 一 点 的 环境 ， 但是 绝对 禁止 吸烟 。,23,no,禁止,36.93404500434029,2.793817,VV,4,conj,3.527254 2.785546 2.894659 3.612788 1.28269 4.126937 4.984621 1.80618 1.639862 1.662758 4.597089 6.77398 0.6830932 4.129404 3.115263 3.069155 5.075235 1.257224 3.443589 0.8225394 2.450948 3.578778 2.793817 2.402802 0.2839966,2.912008328,9.614349875751646,12.012245148550017,2,2,19,0,0,3.578778,3,3,3,2,25
code-switch,PSU,1835,最后 房间 的 cleaning fee 不 用 担心 ！,最后 房间 的 清理 费用 不用 担心 ！,4,cleaning,清理,37.49153028834172,4.992573,NN,5,compound:nn,3.23301 5.579793 1.097334 4.992573 1.814135 5.687844 1.429889 3.891725,3.4657878749999997,12.012245148550017,10.913632859881908,8,2,1,0,0,1.097334,2,2,2,2,8
code-switch,PSU,1836,prefer 女生 ， couple 也 可以,比较 喜欢 女生 ， 情侣 也 可以,1,prefer,比较,34.683706060306655,4.141838,AD,2,advmod,4.141838 2.530233 3.650734 0.9292351 5.976913 2.429117 1.714311,3.0531973,9.527338498762017,8.456897087060604,6,2,1,0,,,1,2,1,1,7
code-switch,PSU,1838,最后 我 写信 问 的 结果 也 是 ‘ due to business decision ’ 这样 的 空话 。,最后 我 写信 问 的 结果 也 是 ‘ 由于 业务 决策 ’ 这样 的 空话 。,10,due,由于,34.190433659146066,3.272323,P,11,case,3.23301 3.386913 4.586481 2.654901 2.007709 3.228354 1.977634 0.9868927 4.004999 3.272323 3.885339 4.08623 5.186804 3.01119 0.4094886 6.155334 0.3107174,3.0814305705882354,12.012245148550017,9.44729579108848,3,2,1,0,1,0.9868927,2,2,2,2,17
code-switch,PSU,1839,在线 的 live chat 基本 可以 解决 我 的 所有 问题,在线 的 在线 对话 基本 可以 解决 我 的 所有 问题,4,live,对话,37.05450187747463,3.844659,NN,7,nsubj,4.667807 1.952116 4.353259 3.844659 4.724066 2.493237 3.163284 4.314013 1.173267 2.708973 2.491813,3.2624085454545453,12.012245148550017,12.012245148550017,4,2,3,0,0,4.353259,2,2,2,2,11
code-switch,PSU,1840,貌似 如果 花 功夫 去 argue 是 可以 最后 给 你 寄 支票 的 ， 但是 会 拖 很 久 。,貌似 如果 花 功夫 去 争论 是 可以 最后 给 你 寄 支票 的 ， 但是 会 拖 很久 。,6,argue,争论,37.313484599905586,5.207024,NN,5,dobj,6.258925 3.815628 4.357229 3.99301 2.483363 5.207024 2.128116 2.965275 5.126062 3.656908 2.25233 6.079457 3.222051 1.317018 2.138082 1.742402 2.566544 4.232491 3.84206 1.007716,3.4195845499999997,11.319097967990071,,5,2,1,0,0,2.483363,2,2,1,2,20
code-switch,PSU,1843,house 送 两 个 免费 车位 ， lease 从 7 .,房子 送 两 个 免费 车位 ， 租金 从 7 。,1,house,房子,37.40390285781066,5.512905,NN,2,nsubj,5.512905 4.075258 2.864241 0.4508813 3.801587 6.685658 0.6521227 5.416723 2.739033 10.51329 1.427697,4.012672363636364,6.694125154705801,7.084991463392813,5,2,1,0,,,1,1,1,1,11
code-switch,PSU,1844,帮 朋友 出租 ： 有 两 个 bedroom 两 个 全 bathroom 的 公寓 ， 位置 好 .,帮 朋友 出租 ： 有 两 个 卧室 两 个 全 卧室 的 公寓 ， 位置 好 。,8,bedroom,卧室,40.2431744402093,4.601481,NN,14,compound:nn,5.361638 2.692337 5.633006 3.683765 3.078321 1.505948 0.4321387 4.601481 3.576522 0.6215063 3.500557 6.657524 1.156347 1.681049 0.6941175 4.233433 4.609919 1.28392,3.0557516388888883,8.10022214312187,7.1602148846304,7,2,6,0,0,0.4321387,2,2,2,2,18
code-switch,PSU,1845,一般来说 有 ， 不过 也 有的 supplemental 出现 衣柜 不够 只 能 在 宿舍 里 多 摆 几 个 衣架 来 代替 的 情况,一般来说 有 ， 不过 也 有的 补充 出现 衣柜 不够 只 能 在 宿舍 里 多 摆 几 个 衣架 来 代替 的 情况,7,supplemental,补充,36.45922041989977,5.315289,NN,8,dobj,3.763427 2.856497 2.707853 2.198657 1.571881 2.738164 5.315289 4.186498 6.783952 5.526922 3.94871 3.499874 1.395918 4.573201 1.307116 3.398573 5.181272 3.562531 0.4997657 7.503223 2.103474 2.336491 2.522117 3.020355,3.4375733625,12.012245148550017,10.220485679321962,12,2,1,0,0,2.738164,2,2,1,2,24
code-switch,PSU,1848,我们 是 一 对 couple ， 都 在 penn state 读 phd 。,我们 是 一 对 情侣 ， 都 在 宾州 州立 大学 读 研究生 。,5,couple,情侣,41.24197479182989,3.608845,NN,0,root,3.478143 1.287868 1.933867 7.722329 3.608845 1.328567 3.097092 1.518679 4.712233 1.781924 0.523432 3.72803 2.286243 0.4220737,2.6735232642857136,9.614349875751646,10.913632859881908,6,2,0,1,0,7.722329,2,2,2,2,14
