SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,CodeSwitch2,CodeSwitch3,CodeSwitch4
2774,提供 ride 地点,1,ride,,,
2775,state college 机场,1,state college,,,
2776,包括 mattress 和 box,2,mattress,box,,
2777,和 一 个 男性 的 master 美国人 share bathroom,2,master,share bathroom,,
2778,因为 整个 apartment 基本 住 的 都 是 graduate students,2,apartment,graduate students,,
2779,其他 什么 water,1,water,,,
2780,snow removal 那些 都 已经 包含 在 rent 里面 了,2,snow removal,rent,,
2781,要 的 话 就 商量 一下 反正 我 也 不 会 charge 太 多 的,1,charge,,,
2782,giant 和 中国 超市,1,giant,,,
2783,均 为 full,1,full,,,
2784,安静 不 开 party,1,party,,,
2785,房租 合同 包 buss pass 和 网络,1,buss pass,,,
2786,具体 地址 是 w aaron dr,1,w aaron dr,,,
2787,房型 参见 http,1,http,,,
2788,laundry 也 不用 出门,1,laundry,,,
2789,com 欢迎 来看 房 出门 走路 一 分钟 就 是 bus 直接 到 学校,2,com,bus,,
2790,等 超市 走路 七八 分钟 就 是 staple,1,staple,,,
2791,基本 上去 各 大 超市 都 非常 的 方便 卧室 在 basement,1,basement,,,
2792,所以 basement 反而 就 等于 我们 平时 房子 的 一 楼,1,basement,,,
2793,人 超级 nice,1,nice,,,
2794,想 找 离 research drive 近 的 地方 住,1,research drive,,,
2795,而且 没有 party,1,party,,,
2796,离 research drive 近,1,research drive,,,
2797,因为 我 从 一月 开始 要 study abroad,1,study abroad,,,
2798,而且 没有 party,1,party,,,
2799,离 bus stop 非常 近,1,bus stop,,,
2800,full size 的 床,1,full size,,,
2801,开车 稳 来往 harrisburg,1,harrisburg,,,
2802,我们 的 building 就 在 公交 站 旁边,1,building,,,
2803,building 对面 就 是 giant 超市,2,building,giant,,
2804,我们 building 旁边 就 是 个 公园 可以 跑步 散步,1,building,,,
2805,phd 狗 生活 不 易,1,phd,,,
2806,park crest 应该 大家 都 很 熟悉 了,1,park crest,,,
2807,提供 ride 去 jfk,2,ride,jfk,,
2808,药店 rite aid,1,rite aid,,,
2809,百度 火锅 以及 my thai,1,my thai,,,
2810,坐 bus 挺 方便 的,1,bus,,,
2811,除了 heights 原本 提供 的,1,heights,,,
2812,厨房 里 cooking,1,cooking,,,
2813,baking supplies 也 全部 提供,1,baking supplies,,,
2814,走到 bus station 一 分钟,1,bus station,,,
2815,ve 巴士 线 直达 学校 或 downtown,2,ve,downtown,,
2816,t family plan 无限 通话,1,t family plan,,,
2817,目前 plan 里 共 有 两 人,1,plan,,,
2818,nv 等 一切 经过 北边 的 bus,2,nv,bus,,
2819,租 主 是 好 相处 热心肠 逗 比 又 安静 的 phd,1,phd,,,
2820,绝对 超 nice,1,nice,,,
2821,rc 和 rp 线路 就 行,2,rc,rp,,
2822,离 超市 giant,1,giant,,,
2823,schiff 积分 兑换 的 check,2,schiff,check,,
2824,出售 alamo 租车 公司 gift card,2,alamo,gift card,,
2825,可以 online 使用,1,online,,,
2826,alamo 租车 公司 在 sce 机场 可 租,2,alamo,sce,,
2827,com 谢谢 各位,1,com,,,
2828,可以 上 lease,1,lease,,,
2829,所以 就 用 blanket 搭 了 个 窗帘,1,blanket,,,
2830,crest 不 包 bus,2,crest,bus,,
2831,我 租 了 别人 的 bus,1,bus,,,
2832,pass 每 月,1,pass,,,
2833,park crest 很 安静,1,park crest,,,
2834,坐 公交 可以 到 trader,1,trader,,,
2835,还有 各 种 比如 餐厅 red lobster,1,red lobster,,,
2836,只是 在 同 一 个 小区 里 换 一 个 building 而已,1,building,,,
2837,即 park crest,1,park crest,,,
2838,所以 有 家乡 论坛 的 logo,1,logo,,,
2839,请 问 明天 有 到 harrisburg 或者 途经 的 车 吗,1,harrisburg,,,
2840,会 经过 harrisburg,1,harrisburg,,,
2841,san francisco 设有 分公司,1,san francisco,,,
2842,是 拥有 正规 业务 的 startup 公司,1,startup,,,
2843,我们 向 中国 留学生 提供 办理 opt 挂靠 以及 stem 专业 extension,3,opt,stem,extension,
2844,以及 关于 opt,1,opt,,,
2845,专业 的 同学 成功 办理 opt 挂靠,1,opt,,,
2846,办理 详情 请 见 http,1,http,,,
2847,imperial towers 公寓,1,imperial towers,,,
2848,泰国 餐馆 my thai,1,my thai,,,
2849,towers 小区 是 state college 最 受 欢迎 的 小区 之一,2,towers,state college,,
2850,房间 相关 信息 可 在 官方 网页 上 查看 http,1,http,,,
2851,cable 等 所有 费用,1,cable,,,
2852,马路 对面 是 giant,1,giant,,,
2853,安静 不 开 party,1,party,,,
2854,房租 合同 包 buss pass 和 网络,1,buss pass,,,
2855,整个 apartment 是 四 室 两 卫 的,1,apartment,,,
2856,去年 黑 五 从 best,1,best,,,
2857,rival 水果 牛奶 搅拌机,1,rival,,,
2858,仅 剩 dvd,1,dvd,,,
2859,由于 入住 的 时候 选择 的 是 furnished 价格 相对 高 一些,1,furnished,,,
2860,我 给 你 发 了 email,1,email,,,
2861,robert 对于 回国 行李 运输,1,robert,,,
2862,com 您 就 能 立即 获得,1,com,,,
2863,com 您 就 能 立即 获得,1,com,,,
2864,还 有 一 个 reading room,1,reading room,,,
2865,平常 如果 需要 买 grocery,1,grocery,,,
2866,一起 定 了 hotel,1,hotel,,,
2867,只好 用到 google drive 了,1,google drive,,,
2868,park crest 小区 二 人间,1,park crest,,,
2869,人 很 nice 很 好 相处,1,nice,,,
2870,因 本人 下 学期 study aboard,1,study aboard,,,
2871,queen size 床,1,queen size,,,
2872,属于 两 门 的 sports car,1,sports car,,,
2873,bus pass 更 多 关于 房间 设施 信息 http,2,bus pass,http,,
2874,去年 黑 五 从 best,1,best,,,
2875,rival 水果 牛奶 搅拌机,1,rival,,,
2876,park crest 是 村里 性价比 极 高 的 小区,1,park crest,,,
2877,t 亦 推出 了 at,2,t,at,,
2878,想 加入 这个 plan,1,plan,,,
2879,att 倒是 可以,1,att,,,
2880,村 这个 地方 只有 downtown 信号 满 格,1,downtown,,,
2881,ny 郊区 的 时候 真的 没有 att 效果 好,2,ny,att,,
2882,queen size 床,1,queen size,,,
2883,living room 提供 液晶 电视,1,living room,,,
2884,com 觉得 满意 再 付款,1,com,,,
2885,照片 和 价格 见 google drive 链接,1,google drive,,,
2886,人 超级 nice,1,nice,,,
2887,一 个 full bath,1,full bath,,,
2888,hundred degree 火锅,1,hundred degree,,,
2889,有 兴趣 可 联系 以下 email,1,email,,,
2890,小区 the pointe,1,the pointe,,,
2891,可 轻松 步行 到 giant,1,giant,,,
2892,park crest 是 村里 性价比 极 高 的 小区,1,park crest,,,
2893,要 签 明年 的 lease 了,1,lease,,,
2894,请 email 联系,1,email,,,
2895,parking 需 另 加,1,parking,,,
2896,包 水电 暖 以及 bus pass,1,bus pass,,,
2897,queen size 床,1,queen size,,,
2898,不 开 party,1,party,,,
2899,reference letter 有 机会 担任 美国 中文 电视台 与 纳 美 集团 合作 的,1,reference letter,,,
2900,net 邮件 title 请 注明,2,net,title,,
2901,这个 周末 有人 想 去 grove city outlet 嘛,1,grove city outlet,,,
2902,一 分钟 内 走到 downtown 的 target 和 h,3,downtown,target,h,
2903,两 份 钟 走到 campus,1,campus,,,
2904,房子 在 fraser st 上,1,fraser st,,,
2905,价格 在 downtown 已经 算是 最 便宜 的,1,downtown,,,
2906,有 兴趣 可以 email,1,email,,,
2907,可以 续签 lease 本人 已 在 这里 住 了 一 年 多 了,1,lease,,,
2908,房子 里 有 washer 和 dryer,2,washer,dryer,,
2909,二 楼 有 一 个 share 的 卫生间,1,share,,,
2910,还有 floor lamp 赠送 一 个 tp,2,floor lamp,tp,,
2911,san francisco 设有 分公司,1,san francisco,,,
2912,是 拥有 正规 业务 的 startup 公司,1,startup,,,
2913,我们 向 中国 留学生 提供 办理 opt 挂靠 以及 stem 专业 extension,3,opt,stem,extension,
2914,以及 关于 opt,1,opt,,,
2915,专业 的 同学 成功 办理 opt 挂靠,1,opt,,,
2916,办理 详情 请 见 http,1,http,,,
2917,park forest apartments 一 室 一 厅,1,park forest apartments,,,
2918,ride for five 的 program,2,ride for five,program,,
2919,一样 的 http,1,http,,,
2920,具体 地址 是 w aaron dr,1,w aaron dr,,,
2921,month 房型 参见 http,2,month,http,,
2922,laundry 也 不用 出门,1,laundry,,,
2923,com 欢迎 来看 房 出门 走路 一 分钟 就 是 bus 直接 到 学校,2,com,bus,,
2924,等 超市 走路 七八 分钟 就 是 staple,1,staple,,,
2925,卧室 在 basement,1,basement,,,
2926,所以 basement 反而 就 等于 我们 平时 房子 的 一 楼,1,basement,,,
2927,人 超级 nice,1,nice,,,
2928,或者 店 内 apple store,1,apple store,,,
2929,下午 回 state college,1,state college,,,
2930,有 车 所以 最好 能 带 parking,1,parking,,,
2931,想 锻炼 英语 的 女生 想 和 外国人 一起 住 的 可以 考虑 这个 apt,1,apt,,,
2932,三 室 individual bathroom,1,individual bathroom,,,
2933,一 个 american 一 个 black,2,american,black,,
2934,有 free off street parking lot,1,free off street parking lot,,,
2935,queen size 床,1,queen size,,,
2936,仅限 state college 哦,1,state college,,,
2937,这个 是 google drive 的 link,2,google drive,link,,
2938,edu 有意 请 联系,1,edu,,,
2939,和 小区 签 lease 欢迎 租房,1,lease,,,
2940,司机 还 在 继续 zhao,1,zhao,,,
2941,感 兴趣 的 同学 可 微 信 camelot,1,camelot,,,
2942,solo hd monster 头 戴 式 便携 耳机,1,solo hd monster,,,
2943,pick 用 了 一 段 时间,1,pick,,,
2944,牌子 为 zoom,1,zoom,,,
2945,海尔 冰箱 bcd,1,bcd,,,
2946,现在 只 九月 or middle august 有 房 出租,1,or middle august,,,
2947,在 west cherry lane 上,1,west cherry lane,,,
2948,几 分钟 步行 距离 内 还有 cvs,1,cvs,,,
2949,有 a n ne v w g 线 房租,1,a n ne v w g,,,
2950,由于 study abroad,1,study abroad,,,
2951,不 开 party,1,party,,,
2952,与 office 签署 正式 合同,1,office,,,
2953,房子 在 west cherry lane,1,west cherry lane,,,
2954,另 有 公交 去 其他 地方 比如 trader joe,1,trader joe,,,
2955,包含 bus pass,1,bus pass,,,
2956,小区 the pointe,1,the pointe,,,
2957,cable 等 所有 费用,1,cable,,,
2958,马路 对面 是 giant,1,giant,,,
2959,房子 在 west cherry lane,1,west cherry lane,,,
2960,另 有 公交 去 其他 地方 比如 trader joe,1,trader joe,,,
2961,在 executive house apartments,1,executive house apartments,,,
2962,state college 布局,1,state college,,,
2963,com 与 我 联系,1,com,,,
2964,router 已 卖,1,router,,,
2965,想 锻炼 英语 的 女生 想 和 外国人 一起 住 的 可以 考虑 这个 apt,1,apt,,,
2966,三 室 individual bathroom,1,individual bathroom,,,
2967,一 个 american 一 个 black,2,american,black,,
2968,有 free off street parking lot,1,free off street parking lot,,,
2969,我 叫 sean,1,sean,,,
2970,我们 公司 有 一 个 在 业内 非常 有名 的 gmt 项目,1,gmt,,,
2971,m 除了 internet 其他 都 包括,2,m,internet,,
2972,phd 第二 年,1,phd,,,
2973,公认 全 state college 性价比 最高 的 房子,1,state college,,,
2974,电视 cable 等 所有 费用,1,cable,,,
2975,我 可以 和 你 换 ticket,1,ticket,,,
2976,家 住 downtown,1,downtown,,,
2977,购 于 amazon,1,amazon,,,
2978,在 executive house apartments,1,executive house apartments,,,
2979,在 executive house apartments,1,executive house apartments,,,
2980,在 executive house apartments,1,executive house apartments,,,
2981,或者 在 北面 giant 附近,1,giant,,,
2982,房间 在 executive house apartment,1,executive house apartment,,,
2983,请 联系 微 信 ethel,1,ethel,,,
2984,html 这 是 网址,1,html,,,
2985,不 开 party,1,party,,,
2986,可以 为 你 提供 mock interview 和 内 推,1,mock interview,,,
2987,target 也 很 近,1,target,,,
2988,人 非常 nice,1,nice,,,
2989,公寓 离 bus stop 稍 远 但 环境 安静 绝 不 会 吵闹,1,bus stop,,,
2990,需要 与 office 签署 正式 合同,1,office,,,
2991,有 自己 的 washer 和 dryer,2,washer,dryer,,
2992,park crest 客房 出租,1,park crest,,,
2993,两 人 share 一 个 卫生间,1,share,,,
2994,门口 有 多 条 lines 经过,1,lines,,,
2995,以及 walk in closet,1,walk in closet,,,
2996,包括 full size 的 床,1,full size,,,
2997,早上 出发 到 philadelphia,1,philadelphia,,,
2998,parkway plaza 一 室 一 厅 一 卫,1,parkway plaza,,,
2999,可 上 parkway plaza 的 官 网 查看,1,parkway plaza,,,
3000,可以 随时 与 office 续签,1,office,,,
3001,药店 rite aid,1,rite aid,,,
3002,good will 和 pete,2,good will,pete,,
3003,和 mock interview,1,mock interview,,,
3004,parkway plaza 一 室 一 厅 一 卫,1,parkway plaza,,,
3005,可以 随时 与 office 续签,1,office,,,
3006,药店 rite aid,1,rite aid,,,
3007,good will 和 pete,2,good will,pete,,
3008,请 邮件 future,1,future,,,
3009,talker 联系 方式,1,talker,,,
3010,踞 downtown 开车 五 分钟,1,downtown,,,
3011,twin size 的 床 一 张,1,twin size,,,
3012,找到 以后 share 一下 吧,1,share,,,
3013,包含 bus pass,1,bus pass,,,
3014,up up 价格 可以 商量,1,up up,,,
3015,toaster 太 可爱 了 啊,1,toaster,,,
3016,office 技能 与 国内 教育 资源 有 联系 者 优先,1,office,,,
3017,mba 毕业 优先,1,mba,,,
3018,求 分享 一 条 line,1,line,,,
3019,电视 cable 等 所有 maintenance 费用,2,cable,maintenance,,
3020,全 state college 性价比 最高,1,state college,,,
3021,准备 搞 一 个 garage sale,1,garage sale,,,
3022,garage sale 暂 定 周四 和 周五 两 个 下午,1,garage sale,,,
3023,准备 搞 一 个 garage sale,1,garage sale,,,
3024,我 分别 告诉 大家 garage sale 的 地址,1,garage sale,,,
3025,sharing 感 兴趣 请 联系,1,sharing,,,
3026,能 成功 被 学校 waive 的 谢谢,1,waive,,,
3027,图片 请 参考 http,1,http,,,
3028,喜欢 请 联系 微 信 ethel,1,ethel,,,
3029,微 信号 lei,1,lei,,,
3030,以及 walk in closet,1,walk in closet,,,
3031,包括 full size 的 床,1,full size,,,
3032,frame 也 可以,1,frame,,,
3033,不 开 party,1,party,,,
3034,与 office 签署 正式 合同,1,office,,,
3035,html 参考 图片,1,html,,,
3036,家 在 park crest,1,park crest,,,
3037,因为 没 车 所以 不 能 deliver,1,deliver,,,
3038,以及 walk in closet,1,walk in closet,,,
3039,包括 full size 的 床,1,full size,,,
3040,学校 计算机 lab 同 款,1,lab,,,
3041,只好 用到 google drive 了,1,google drive,,,
3042,你 的 google drive 显示 里面 没有 照片 啊,1,google drive,,,
3043,免 security deposit,1,security deposit,,,
3044,只 需 付 amenities package,1,amenities package,,,
3045,lounge and pool access 和 one,2,lounge and pool access,one,,
3046,是 今年 刚 修好 的 apartment,1,apartment,,,
3047,有 兴趣 的 请 联系 邮箱 lizzie,1,lizzie,,,
3048,开车 回到 sce,1,sce,,,
3049,请 联系 微 信 ethel,1,ethel,,,
3050,有 这 周末 去 premium crossing,1,premium crossing,,,
3051,有 这 周末 去 premium crossing,1,premium crossing,,,
3052,这 周末 去 premium crossing,1,premium crossing,,,
3053,park crest 的 好处 大家 都 知道,1,park crest,,,
3054,和 office 重新 签,1,office,,,
3055,反正 已经 成功 waive 啦,1,waive,,,
3056,听说 cover hpv 三联 疫苗,1,cover hpv,,,
3057,queen 床 架子,1,queen,,,
3058,微 信号 lei,1,lei,,,
3059,求 一 张 全线 的 ride pass,1,ride pass,,,
3060,今年 waive 学校 的 requirement 有 没 有 遇到 问题,2,waive,requirement,,
3061,t family plan 的 holder,2,t family plan,holder,,
3062,现在 的 plan 是 无限 通话 和 短信,1,plan,,,
3063,可 share 路费,1,share,,,
3064,bus token 转让,1,bus token,,,
3065,由于 dickinson law 在 carlisle,2,dickinson law,carlisle,,
3066,如 有 同学 或 老师 正巧 在 carlisle 或者 有 认识 的 人 在 那里,1,carlisle,,,
3067,有意 的 请 联系 ding,1,ding,,,
3068,一 人 住 或 couple 住 都 相当 合适,1,couple,,,
3069,lease 是 到 明年 八月 的,1,lease,,,
3070,室内 有 full size 床,1,full size,,,
3071,并 提供 长途 ride,1,ride,,,
3072,一模一样 的 http,1,http,,,
3073,html 价格 暂定,1,html,,,
3074,美国 permit 也 已经 拿到 了,1,permit,,,
3075,驾照 permit 已经 拿到 了,1,permit,,,
3076,html 床头 sale,2,html,sale,,
3077,twin size 床 全 套,1,twin size,,,
3078,过 马路 是 giant,1,giant,,,
3079,但是 又 不 会 离 bus stop 太远,1,bus stop,,,
3080,求购 长期 bus pass,1,bus pass,,,
3081,地址 是 park crest terrace,1,park crest terrace,,,
3082,这个 变压器 就 是 step up,1,step up,,,
3083,pilot 黑 中性 笔 和 彩色 记号 笔 全新,1,pilot,,,
3084,printed enrollment 里 student id 都 是 错 的,2,printed enrollment,student id,,
3085,one 东西 都 在 vv,2,one,vv,,
3086,queen size 超 舒服 的 床,1,queen size,,,
3087,求 一 个 full size box,1,full size box,,,
3088,去年 开学 购 于 bed bath,1,bed bath,,,
3089,因 搬家 变成 full size 床 不 能 再 用,1,full size,,,
3090,因为 这 两 个 小区 的 床 是 queen size 的,1,queen size,,,
3091,memory foam 一般 价格 都 不 便宜,1,memory foam,,,
3092,房租 包括 bus pass 费用,1,bus pass,,,
3093,学生 一般 办 的 是 commuter parking,1,commuter parking,,,
3094,停车 的 位置 在 beaver stadium 那里,1,beaver stadium,,,
3095,你 可以 在 网上 买 http,1,http,,,
3096,bean edition 主要 配置 有,1,bean edition,,,
3097,html 最终 价格 可 商议 联系 电话,1,html,,,
3098,求 一 张 bus pass,1,bus pass,,,
3099,麻烦 发 msg 联系,1,msg,,,
3100,请 发 邮件 到 ernest,1,ernest,,,
3101,university park 校区,1,university park,,,
3102,或者 一起 找 ride,1,ride,,,
3103,giant 和 中国 超市,1,giant,,,
3104,均 为 full,1,full,,,
3105,giant 和 中国 超市,1,giant,,,
3106,均 为 full,1,full,,,
3107,tory burch 夏天 草编 凉鞋,1,tory burch,,,
3108,音效 简直 享受 绝对 是 提高 乘坐 质量 最 明显 的 package,1,package,,,
3109,车 的 所有 保养 全 在 mercedes benz state college,1,mercedes benz state college,,,
3110,放 个 google 相册 链接 吧,1,google,,,
3111,school bus 直接 开进 小区 里面,1,school bus,,,
3112,紧邻 high school,1,high school,,,
3113,ymca 等 运动 场所,1,ymca,,,
3114,school bus 直接 开进 小区 里面,1,school bus,,,
3115,ymca 等 运动 场所,1,ymca,,,
3116,我 是 michigan state university 毕业 的 美国人,1,michigan state university,,,
3117,现在 跟 mandarin consulting 公司 工作,1,mandarin consulting,,,
3118,corolla 车 耐用 可靠,1,corolla,,,
3119,自 驾 出游 能 提供 ride 的 吗,1,ride,,,
3120,tax 购入 现在 原价,1,tax,,,
3121,utility 不 包括,1,utility,,,
3122,包括 bus pass,1,bus pass,,,
3123,wahl 理发 套装,1,wahl,,,
3124,宜家 鸭绒 queen size 被 芯,1,queen size,,,
3125,别 太 狠 就 行 联系 email,1,email,,,
3126,twin 以上 大小 都 可以,1,twin,,,
3127,请 联系 cosmos,1,cosmos,,,
3128,提供 bus pass,1,bus pass,,,
3129,crossing 交通 非常 方便,1,crossing,,,
3130,不 开 party,1,party,,,
3131,坐标 university park,1,university park,,,
3132,不 开 party,1,party,,,
3133,有 没 有 park forest,1,park forest,,,
3134,有 人 在 美国 考 过 gre 吗,1,gre,,,
3135,房租 含 bus pass,1,bus pass,,,
3136,com 再 补充 一 点 信息,1,com,,,
3137,需要 和 我 share 厕所,1,share,,,
3138,作息 也 比较 规律 我 是 新 签 的 lease,1,lease,,,
3139,有 人 要 加入 family plan 吗,1,family plan,,,
3140,不 开 party,1,party,,,
3141,有 需要 的 同学 给 我 email,1,email,,,
3142,要 与 房东 签 lease,1,lease,,,
3143,请 email 我,1,email,,,
3144,分别 是 full size 和 twin size 的,2,full size,twin size,,
3145,图片 没有 拍 full size 的 图,1,full size,,,
3146,请 参考 twin size 的 图,1,twin size,,,
3147,college court 小区,1,college court,,,
3148,还有 一 年 的 warranty,1,warranty,,,
3149,在 pen state 短期 访问,1,pen state,,,
3150,edu 另 有 一 台 老式 电视,1,edu,,,
3151,还有 许多 碗 baking 盘,1,baking,,,
3152,请 参考 贴 子 http,1,http,,,
3153,如果 能 提供 ride,1,ride,,,
3154,lease 可以 过来 以后 再 签,1,lease,,,
3155,包 n v nv vn ve 几 条 线路 的 bus,2,n v nv vn ve,bus,,
3156,也 可 trade in 成 别的 班次,1,trade in,,,
3157,二 年级 phd,1,phd,,,
3158,完全 不 party,1,party,,,
3159,fan 实在 不 会 加 照片,1,fan,,,
3160,求 一 张 全线 的 ride pass 一年 半 年 都 可以 价格 可 议,1,ride pass,,,
3161,以及 bus pass,1,bus pass,,,
3162,有 bus 到 学校,1,bus,,,
3163,可以 提供 bus pass,1,bus pass,,,
3164,另外 希望 release 版权,1,release,,,
3165,twin size 床,1,twin size,,,
3166,便携 jump starter,1,jump starter,,,
3167,最近 帮 朋友 处理 moving sale 又 有 好多 东西 卖,1,moving sale,,,
3168,包含 bus pass 小区 地址,1,bus pass,,,
3169,com 每 日 都 有 往返 巴士 前往 纽约 唐人街,1,com,,,
3170,已 发送 加 好友 shen,1,shen,,,
3171,欢迎 各 大 社团 leader 联系 策划 活动 我们 有 最 专业 的 团队 以及 最 优惠 的 价格 联系 电话,1,leader,,,
3172,edu 家具 照片,1,edu,,,
3173,房子 为 apartment,1,apartment,,,
3174,有 房 出租 请 联系 king,1,king,,,
3175,以及 bus pass,1,bus pass,,,
3176,非常 的 nice,1,nice,,,
3177,edu 邮箱 无法 显示 中文,1,edu,,,
3178,tech 以下 说明 来自 百度,1,tech,,,
3179,html 质量 确实 很 好,1,html,,,
3180,有 兴趣 email,1,email,,,
3181,com 可 索要 照片,1,com,,,
3182,咖啡 机 gone,1,gone,,,
3183,很 适合 练 口语 the apartment already has three other guys rooming in it,1,the apartment already has three other guys rooming in it,,,
3184,详情 可以 email 联系,1,email,,,
3185,panda 洗衣机 有 图 吗,1,panda,,,
3186,需 和 房东 重新 签署 一 年 lease,1,lease,,,
3187,可以 包 bus 票,1,bus,,,
3188,twin size 的 床 一 张,1,twin size,,,
3189,html 联系 方式,1,html,,,
3190,target 和 ups,2,target,ups,,
3191,两 人 都 非常 nice,1,nice,,,
3192,com 我 可以 发 图片,1,com,,,
3193,说话 这么 mean,1,mean,,,
3194,至于 你 说 我 mean,1,mean,,,
3195,不 是 mean 是 什么,1,mean,,,
3196,物品 图片 见 google document,1,google document,,,
3197,打算 签 长期 的 lease,1,lease,,,
3198,com 我 会 尽快 回复,1,com,,,
3199,请 问 lease 从 什么 时候 开始,1,lease,,,
3200,有意 lease 请 问 房租 如何,1,lease,,,
3201,有 bus pass 吗,1,bus pass,,,
3202,也 祝 大家 找 房 shun,1,shun,,,
3203,yao 租房 的 欢迎 联系,1,yao,,,
3204,有 兴趣 可以 点击 http,1,http,,,
3205,my thai 等 餐馆,1,my thai,,,
3206,旁边 是 state high school,1,state high school,,,
3207,地理 系 现 招募 本校 学生 参与 一 个 与 vr 设备 相关 的 study,2,vr,study,,
3208,实验 地点 在 walker building,1,walker building,,,
3209,sign up 时 可 自主 选择 合适 的 参与 时间,1,sign up,,,
3210,edu 感激 不尽,1,edu,,,
3211,最 好在 pointe 附近,1,pointe,,,
3212,没有 公寓 或者 学校 住处 的 喧嚣 和 party,1,party,,,
3213,com 给 钱 就 买,1,com,,,
3214,state college 冬天 必备,1,state college,,,
3215,在 parkway plaza,1,parkway plaza,,,
3216,床 的 大小 最好 是 full size 及 以上,1,full size,,,
3217,park forest apartment 一 室 一 厅,1,park forest apartment,,,
3218,gate 两 室 一 厅 中 的 小 卧室 出租,1,gate,,,
3219,s gate 在 学校 南边,1,s gate,,,
3220,房租 和 户型 http,1,http,,,
3221,可以 考虑 提前 交 lease,1,lease,,,
3222,queen size 高档 木质 床,1,queen size,,,
3223,长期 提供 ride,1,ride,,,
3224,时间 我 会 在 此 update,1,update,,,
3225,co 提供 ride,2,co,ride,,
3226,sharing 物品 清单 和 简介,1,sharing,,,
3227,box 下 带 轮子,1,box,,,
3228,在 wayne 的 帮助 下 终于 如愿 拿到 了 驾照,1,wayne,,,
3229,然后 找到 了 wayne 做 陪练,1,wayne,,,
3230,wayne 教 车 耐心,1,wayne,,,
3231,wayne 看 我 技术 还 可以 所以 整个 教学 过程 很 紧凑,1,wayne,,,
3232,现有 twin size mattress,1,twin size mattress,,,
3233,许多 朋友 应该 知道 lion,1,lion,,,
3234,w cherry lane 两 室 一 厅 一 卫,1,w cherry lane,,,
3235,allen street 上 基本 没有 车,1,allen street,,,
3236,edu 这里 是 出租 卧室 的 video,2,edu,video,,
3237,这 是 floor plan,1,floor plan,,,
3238,希望 找到 可以 帮忙 kai che de ren,1,kai che de ren,,,
3239,一 年 的 utility fee,1,utility fee,,,
3240,可以 联系 email,1,email,,,
3241,com 或者 电话,1,com,,,
3242,几 家 不错 的 hotel,1,hotel,,,
3243,最近 复习 gre,1,gre,,,
3244,或者 求购 一 个 replacement 杯子,1,replacement,,,
3245,com 邮件 标明,1,com,,,
3246,com 邮件 标明,1,com,,,
3247,最好 包 bus pass 要求,1,bus pass,,,
3248,人 很 nice,1,nice,,,
3249,但 一直 放 在 guest room,1,guest room,,,
3250,如有 需要 请 尽快 email 我,1,email,,,
3251,最好 是 在 heights,1,heights,,,
3252,我 在 park crest 有 合适 的 房间,1,park crest,,,
3253,有 heights 的 吗,1,heights,,,
3254,现 紧急 出租 lion crossing 四 人间 卧室 一 间,1,lion crossing,,,
3255,人 很 nice 爱 干净,1,nice,,,
3256,电气 费 由 office 每 月 结算 后,1,office,,,
3257,hello 请 问 房间 还 有 吗,1,hello,,,
3258,pilot 黑 中性 笔 和 彩色 记号 笔,1,pilot,,,
3259,每 年 都 有 定期 car inspection,1,car inspection,,,
3260,距 学校 bus 十 分钟,1,bus,,,
3261,up up up 呀,1,up up up,,,
3262,hello 请 问 房间 还 有 吗,1,hello,,,
3263,大家 都 在 哪里 做 的 car inspection,1,car inspection,,,
3264,有 推荐 比较 靠 谱 的 地方 吗 另外 joel confer 有 去 过 的 吗,1,joel confer,,,
3265,s crossing 搬 出来,1,s crossing,,,
3266,距离 penn state 大学 和 小学,1,penn state,,,
3267,可以 email 联系 吗,1,email,,,
3268,过 马路 是 giant,1,giant,,,
3269,时间 较 flexible,1,flexible,,,
3270,gate 两 室 一 厅 中 的 小 卧室 出租,1,gate,,,
3271,s gate 在 学校 南边,1,s gate,,,
3272,不 吵闹 开 party,1,party,,,
3273,人 非常 nice,1,nice,,,
3274,时间 可以 flexible,1,flexible,,,
3275,由于 park crest 审核 比较 严格,1,park crest,,,
3276,可以 一起 签 lease,1,lease,,,
3277,park crest 离 东方 超市 以及 giant 都 非常 近,2,park crest,giant,,
3278,park crest 小区,1,park crest,,,
3279,在 state college 内 就 好,1,state college,,,
3280,我 在 heights 的 lease 结束,2,heights,lease,,
3281,免除 初 到 纽约 到处 找 transient 买 卡 的 麻烦,1,transient,,,
3282,请 问 lion crossing 考虑 吗,1,lion crossing,,,
3283,只好 用到 google drive 了,1,google drive,,,
3284,park crest 是 村里 性价比 比较 高 的 小区,1,park crest,,,
3285,我 的 lease 到 七月 底 结束,1,lease,,,
3286,挺 想 搬到 park crest 的,1,park crest,,,
3287,听说 park crest 有 收入 限制,1,park crest,,,
3288,最近 两 三 天 有 人 去 纽约 jfk 机场 吗,1,jfk,,,
3289,请 看 更新 的 list,1,list,,,
3290,希望 房子 距离 ist 和 超市 不要 太远,1,ist,,,
3291,我 现 住 的 一 间 apartment,1,apartment,,,
3292,位于 parkway plaza,1,parkway plaza,,,
3293,living room 和 bedroom 的 面积 基本 一 样 大,2,living room,bedroom,,
3294,合同 与 rental office 签,1,rental office,,,
3295,需要 ride 的 赶紧 联系 我,1,ride,,,
3296,需要 ride 的 赶紧 联系 我 哈,1,ride,,,
