sent_type,university,sent_id,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,bilingual_corpus_frequency_first_cs_word,bilingual_corpus_frequency_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation
code-switch,PSU,1336,furnished ， 已 有 大多数 家具 （ 包括 书桌 ， 柜子 ， 床 ， 电视 ， 等等 ） ， 可以 即刻 拎包 入住 ， 也 可 搬家 具 入住 。,装修 好的 ， 已 有 大多数 家具 （ 包括 书桌 ， 柜子 ， 床 ， 电视 ， 等等 ） ， 可以 即刻 拎包 入住 ， 也 可 搬家 具 入住 。,1,furnished,装修,4.62E-18,5.976814,NN,2,nsubj,7.283365400372666E-5,7.283365400372666E-5,9,2,1,0,0
code-switch,PSU,1341,平时 安静 ， 不 开 party ， 大部分 时间 都 在 实验室 。,平时 安静 ， 不 开 派对 ， 大部分 时间 都 在 实验室 。,6,party,派对,1.73E-18,2.913393,NN,5,dobj,2.7919567368095216E-4,6.069471166977221E-6,5,2,1,0,0
code-switch,PSU,1342,就 这么 说 吧 ， 我 一 进 卫生间 整个 block 都 知道 我 在 上 厕所 ， 那个 声音 简直 和 拖拉机 一样 ， 毫不 夸张 。,就 这么 说 吧 ， 我 一 进 卫生间 整个 街区 都 知道 我 在 上 厕所 ， 那个 声音 简直 和 拖拉机 一样 ， 毫不 夸张 。,11,block,街区,3.81E-18,3.007144,NN,8,dobj,5.462524050279499E-5,4.248629816884055E-5,5,2,3,0,0
code-switch,PSU,1343,因为 楼主 的 车 在 final week 被 拖 了 三 次 ！,因为 楼主 的 车 在 期末 周 被 拖 了 三 次 ！,6,final,期末,3.37E-18,5.856031,NN,7,compound:nn,2.4277884667908884E-5,1.2138942333954442E-5,5,2,1,0,0
code-switch,PSU,1344,在 final week 被 拖 了 三 次 ！,在 期末 周 被 拖 了 三 次 ！,2,final,期末,3.37E-18,5.971229,NN,3,compound:nn,2.4277884667908884E-5,1.2138942333954442E-5,5,2,1,0,0
code-switch,PSU,1346,最近 让 我们 交 所谓 的 damage fee .,最近 让 我们 交 所谓 的 损坏 费用 。,7,damage,损坏,1.58E-17,4.80855,NN,8,compound:nn,6.069471166977221E-6,6.069471166977221E-6,6,2,1,0,0
code-switch,PSU,1347,建议 求助 学校 免费 的 student legal service 。,建议 求助 学校 免费 的 学生 法律 服务 。,6,student,学生,6.66E-16,3.178562,NN,8,compound:nn,5.462524050279499E-5,1.699451926753622E-4,7,2,2,0,0
code-switch,PSU,1349,楼 主 如果 没有 办 permit 为什么 不 停 visitor parking 呢 。,楼 主 如果 没有 办 许可证 为什么 不停 参观者 停车 呢 。,6,permit,许可证,3.17E-20,5.628761,NN,5,dobj,1.0925048100558999E-4,,6,3,1,0,0
code-switch,PSU,1350,没有 permit 被 拖 不 是 很 正常 吗 。,没有 许可证 被 拖 不 是 很 正常 吗 。,2,permit,许可证,3.17E-20,4.509191,NN,1,dobj,1.0925048100558999E-4,,6,3,1,0,0
code-switch,PSU,1352,若 有 人 担心 厕所 要 share ， 其实 这 并不 是 问题 ！,若 有 人 担心 厕所 要 公共 的 ， 其实 这 并不 是 问题 ！,7,share,公共,2.73E-16,4.837895,JJ,6,dobj,4.491408663563144E-4,4.248629816884055E-5,5,2,1,0,0
code-switch,PSU,1355,sorry ， 不 是 女生 。,对不起 ， 不 是 女生 。,1,sorry,对不起,1.12E-17,5.637844,VV,5,dep,2.4277884667908884E-5,6.069471166977221E-6,5,3,4,0,0
code-switch,PSU,1357,如果 只 想 从 august 开始 租 也 可以 的 ~ ~ 房子 很 干净 整洁 ， 欢迎 参观,如果 只 想 从 八月 开始 租 也 可以 的 ~ ~ 房子 很 干净 整洁 ， 欢迎 参观,5,august,八月,2.42E-19,4.166722,NT,7,nmod:prep,3.0347355834886106E-5,1.0925048100558999E-4,6,2,2,0,0
code-switch,PSU,1359,顺便 gym 跑步 的 distance 的 单位 是 公里 还 是 迈 ？,顺便 健身房 跑步 的 举例 的 单位 是 公里 还是 迈 ？,2,gym,健身房,5.44E-19,6.421391,NN,3,dobj,4.248629816884055E-5,8.49725963376811E-5,3,3,1,0,0
code-switch,PSU,1360,gym 算 mile,健身房 算 英里,1,gym,健身房,5.44E-19,7.042348,NN,2,nsubj,4.248629816884055E-5,8.49725963376811E-5,3,3,1,0,0
code-switch,PSU,1362,moving sale 结束 ！,搬家 销售 结束 ！,1,moving,搬家,2.84E-18,6.527233,NN,2,compound:nn,5.462524050279499E-5,5.462524050279499E-5,6,2,1,0,0
code-switch,PSU,1369,项目 、 funding 什么 的 还没 和 教授 谈 。,项目 、 资金 什么 的 还没 和 教授 谈 。,3,funding,资金,7.62E-16,2.063365,NN,9,dep,1.2138942333954442E-5,6.069471166977221E-6,7,2,6,0,1
code-switch,PSU,1370,欢迎 电话 或者 email 咨询 。,欢迎 电话 或者 电子 邮件 咨询 。,4,email,电子,2.54E-16,3.726925,NN,5,compound:nn,4.855576933581777E-4,3.641682700186333E-5,5,2,1,0,0
code-switch,PSU,1373,有 兴趣 email 至 em@32,有 兴趣 邮件 至 em@32,3,email,邮件,2.05E-17,6.166699,NN,4,nsubj,4.855576933581777E-4,1.3352836567349886E-4,5,2,1,0,0
code-switch,PSU,1376,sam's club 的 后面 ， 对 ， 就是 mall 那里 ， 买 东西 非常 的 方便 而且 高速 就 在 旁边 。,sam's 俱乐部 的 后面 ， 对 ， 就是 商场 那里 ， 买 东西 非常 的 方便 而且 高速 就 在 旁边 。,9,mall,商场,1.55E-17,4.785952,NN,20,dep,1.2138942333954442E-5,6.069471166977221E-6,4,2,11,0,0
code-switch,PSU,1377,感兴趣 的 同学 请 email 我 ： zhengxin .,感兴趣 的 同学 请 电子 邮件 我 ： zhengxin 。,5,email,电子,2.54E-16,4.376154,NN,6,compound:nn,4.855576933581777E-4,3.641682700186333E-5,5,2,1,0,0
code-switch,PSU,1380,停车 免费 ， guest parking 也 是 免费 。,停车 免费 ， 客人 停车 也 是 免费 。,4,guest,客人,2.59E-17,5.23974,NN,5,compound:nn,1.8208413500931665E-5,2.4277884667908884E-5,5,2,1,0,1
code-switch,PSU,1382,小区 很 安静 ， 环境 也 很 好 ， 办公室 就 在家 旁边 的 clubhouse 里 ， 工作 人员 解决 问题 的 效率 都 非常 高 。,小区 很 安静 ， 环境 也 很 好 ， 办公室 就 在家 旁边 的 俱乐部 里 ， 工作 人员 解决 问题 的 效率 都 非常 高 。,15,clubhouse,俱乐部,2.56E-17,4.149824,NN,26,advmod:loc,3.641682700186333E-5,1.2138942333954442E-5,9,3,11,0,0
code-switch,PSU,1383,房子 安静 ， 地段 好 ， 门 口 有 bus ， 离 主要 grocery shopping 近 。,房子 安静 ， 地段 好 ， 门口 有 公交车 卡 ， 离 主要 杂货 购物 近 。,7,bus,门口,7.71E-18,5.402303,NN,8,dep,3.823766835195649E-4,1.8815360617629385E-4,3,2,1,0,1
code-switch,PSU,1384,请 问 lease 到 几 月,请 问 租金 到 几 月,3,lease,租金,2.34E-17,5.605388,NN,2,dobj,6.433639436995855E-4,9.104206750465832E-5,5,2,1,0,0
code-switch,PSU,1388,之前 看到 有 贴 大家 说 state id 就 可以 是 penn state id 吗 ？,之前 看到 有 贴 大家 说 州 身份证 就 可以 是 penn 州 身份证 吗 ？,7,state,州,1.18E-16,4.227435,NN,8,compound:nn,4.248629816884055E-4,1.8208413500931665E-5,5,1,1,0,0
code-switch,PSU,1389,permit 预约 学校 体检 排队 死 人 了 .,许可证 预约 学校 体检 排队 死人 了 。,1,permit,许可证,3.17E-20,5.804013,NN,2,nsubj,1.0925048100558999E-4,,6,3,1,0,0
code-switch,PSU,1392,ps ： 记得 车 要 以 最好 是 gift 或者 尽量 少 点 金额 上报 给 officer ， 这样 可以 少 点 税 ， 税率 是 6% 。,另外 ： 记得 车 要 以 最好 是 礼物 或者 尽量 少 点 金额 上报 给 警察 ， 这样 可以 少 点 税 ， 税率 是 6% 。,1,ps,另外,2.46E-16,2.677585,AD,3,advmod,2.4277884667908884E-5,1.4566730800745332E-4,2,2,2,0,0
code-switch,PSU,1394,prefer 女生 ， 因为 我 是 女生 = = 。,比较 喜欢 女生 ， 因为 我 是 女生 = = 。,1,prefer,比较,8.65E-16,4.141838,AD,2,advmod,7.283365400372666E-5,2.1243149084420275E-4,6,2,1,0,0
code-switch,PSU,1396,丰富 你 的 简历 ， 充实 课余 生活 ， leadership ， skills ， creativity ， 跟 我们 一起 嗨 爆 起来 ！,丰富 你 的 简历 ， 充实 课余 生活 ， 领导 能力 ， 技能 ， 创新性 ， 跟 我们 一起 嗨 爆 起来 ！,10,leadership,领导,1.23E-15,4.494762,NN,11,compound:nn,6.069471166977221E-6,,10,2,1,0,1
code-switch,PSU,1402,可以 的 ， 只要 有 state id 就 可以,可以 的 ， 只要 有 州 身份证 就 可以,6,state,州,1.18E-16,4.588415,NN,7,compound:nn,4.248629816884055E-4,1.8208413500931665E-5,5,1,1,0,0
code-switch,PSU,1403,对 ， 任何 dealer 那儿 都 可以 。,对 ， 任何 零售商 那儿 都 可以 。,4,dealer,零售商,1.87E-20,6.088022,NN,7,nmod:topic,9.104206750465832E-5,,6,3,3,0,0
code-switch,PSU,1404,有 state id 就 可以 。,有 州 身份证 就 可以 。,2,state,州,1.18E-16,4.862995,NN,3,compound:nn,4.248629816884055E-4,1.8208413500931665E-5,5,1,1,0,0
code-switch,PSU,1406,包 燃气 ， 暖气 ， 水 网络 和 cable 。,包 燃气 ， 暖气 ， 水 网络 和 光纤 。,9,cable,光纤,3.02E-18,4.779968,NN,1,dobj,6.676418283674943E-5,1.2138942333954442E-5,5,2,8,0,0
code-switch,PSU,1413,现在 已 住 两 位 phd 。,现在 已 住 两 位 研究生 。,6,phd,研究生,7.26E-17,3.525944,NN,3,dobj,2.9740408718188386E-4,7.283365400372666E-5,3,3,3,0,0
code-switch,PSU,1417,我 因为 个人 原因 不 能 在 heights 住 ， 现在 找 想要 去 heights 住 的 朋友 接下来 lease 。,我 因为 个人 原因 不 能 在 heights 住 ， 现在 找 想要 去 heights 住 的 朋友 接下来 租金 。,20,lease,租金,2.34E-17,6.055518,NN,19,dobj,6.433639436995855E-4,9.104206750465832E-5,5,2,1,0,0
code-switch,PSU,1419,房子 离 club house 很 近 ， 去 车站 也 很 方便 。,房子 离 俱乐部 很近 ， 去 车站 也 很 方便 。,3,club,俱乐部,2.56E-17,4.348742,NN,4,nmod:prep,2.4277884667908884E-5,1.2138942333954442E-5,4,3,1,0,0
code-switch,PSU,1421,可以 一直 居住 ， 没有 lease 问题 ！,可以 一直 居住 ， 没有 租金 问题 ！,6,lease,租金,2.34E-17,5.170699,NN,7,compound:nn,6.433639436995855E-4,9.104206750465832E-5,5,2,1,0,0
code-switch,PSU,1423,我俩 是 情侣 出游 ， 人 很 nice ， 能 聊 能 kan 。,我俩 是 情侣 出游 ， 人 很 好 ， 能 聊 能侃 。,8,nice,好,1.73E-15,3.634527,VA,3,conj,4.1272403935445107E-4,0.001128921637057763,4,1,5,0,0
code-switch,PSU,1429,与 apt 不同 ， 可 体验 不同 的 居住 环境 。,与 公寓 不同 ， 可 体验 不同 的 居住 环境 。,2,apt,公寓,1.10E-17,4.56343,NN,3,nmod:prep,1.3959783684047608E-4,6.372944725326083E-4,3,2,1,0,0
code-switch,PSU,1434,房子 安静 ， 地段 好 ， 离 主要 grocery shopping 近 。,房子 安静 ， 地段 好 ， 离 主要 杂货 购物 近 。,9,grocery,杂货,3.90E-18,6.950929,NN,11,nmod:prep,1.8208413500931665E-5,6.069471166977221E-6,7,2,2,0,0
code-switch,PSU,1437,all in perfect condition ， 价钱 可以 商量,所有 都 是 完美 状态 ， 价钱 可以 商量,1,all,所有,6.50E-16,3.213507,DT,5,dep,5.462524050279499E-5,2.7312620251397494E-4,3,2,4,0,0
code-switch,PSU,1439,learner's permit 车辆 保险 证明 车辆 的 registration card 同行 需要 一 位 有 驾照 的 人 （ 和 他 的 驾照 ） 其实 这些 在 learner's permit 上 都 写 着 。,学员 许可证 车辆 保险 证明 车辆 的 登记 卡 同行 需要 一 位 有 驾照 的 人 （ 和 他 的 驾照 ） 其实 这些 在 学员 许可证 上 都 写 着 。,1,learner's,学员,3.73E-17,5.177113,NN,2,compound:nn,1.2138942333954442E-5,2.4277884667908884E-5,9,2,1,0,0
code-switch,PSU,1441,照片 不 能 显示 ， 需要 的 短信 或者 email 我,照片 不 能 显示 ， 需要 的 短信 或者 电子 邮件 我,10,email,电子,2.54E-16,3.726925,NN,11,compound:nn,4.855576933581777E-4,3.641682700186333E-5,5,2,1,0,0
code-switch,PSU,1442,目前 楼主 正在 email 沟通 中 ， 法律 最后 吧 .,目前 楼主 正在 电子 邮件 沟通 中 ， 法律 最后 吧 。,4,email,电子,2.54E-16,4.56374,NN,5,compound:nn,4.855576933581777E-4,3.641682700186333E-5,5,2,1,0,0
code-switch,PSU,1444,居住 前期 的 物业 ， 一般 设施 坏 了 会 修理 ， 不 会 charge 你 。,居住 前期 的 物业 ， 一般 设施 坏 了 会 修理 ， 不 会 收费 你 。,15,charge,收费,5.54E-17,4.974582,VV,8,conj,6.069471166977221E-6,1.2138942333954442E-5,6,2,7,0,0
code-switch,PSU,1445,我 觉得 他们 就是 看 我们 毕业 要 回国 了 ， 不 会 再 回来 和 他们 argue ， 才 如此 得意 的 乱 罚款 ！,我 觉得 他们 就是 看 我们 毕业 要 回国 了 ， 不 会 再 回来 和 他们 争论 ， 才 如此 得意 的 乱 罚款 ！,18,argue,争论,6.24E-17,4.41043,VV,2,conj,1.2138942333954442E-5,,5,2,16,0,0
code-switch,PSU,1451,hello 给 你 发 邮件 了,你 好 给 你 发 邮件 了,2,hello,好,1.73E-15,3.577481,VA,0,root,1.0318100983861277E-4,0.001128921637057763,5,1,0,1,0
code-switch,PSU,1453,今年 的 activity fee 我 已经 交 过 了 不 会 再 收 你 的 了 ！,今年 的 活动 费用 我 已经 交 过 了 不 会 再 收 你 的 了 ！,3,activity,活动,1.52E-15,2.470317,NN,4,compound:nn,1.2138942333954442E-5,3.641682700186333E-5,8,2,1,0,0
code-switch,PSU,1454,可以 一直 住 ， 没有 lease 的 问题 。,可以 一直 住 ， 没有 租金 的 问题 。,6,lease,租金,2.34E-17,5.170699,NN,8,nmod:assmod,6.433639436995855E-4,9.104206750465832E-5,5,2,2,0,0
code-switch,PSU,1455,害怕 没有 sponsor ？,害怕 没有 赞助 ？,3,sponsor,赞助,1.06E-17,4.435731,VV,1,ccomp,6.069471166977221E-6,,7,2,2,0,0
code-switch,PSU,1456,没错 ， 我 是 学生 党 team player ！,没错 ， 我 是 学生 党 队员 ！,7,team,队员,2.78E-17,5.42048,NN,1,dep,1.2138942333954442E-5,6.069471166977221E-6,4,2,6,0,0
code-switch,PSU,1457,富有 责任心 现在 就 申请 请 发送 你 的 resume 至 em@111,富有 责任心 现在 就 申请 请 发送 你 的 简历 至 em@111,10,resume,简历,3.31E-18,5.82591,NN,7,dobj,6.069471166977221E-6,1.8208413500931665E-5,6,2,3,0,0
code-switch,PSU,1458,我 可以 帮忙 share 费用 。,我 可以 帮忙 公共 的 费用 。,4,share,公共,2.73E-16,4.663702,JJ,6,amod,4.491408663563144E-4,4.248629816884055E-5,5,2,2,0,0
code-switch,PSU,1471,今天 随手 一 试 发现 code 能用 ， 真是 意外 惊喜 。,今天 随手 一 试 发现 代码 能用 ， 真是 意外 惊喜 。,6,code,代码,1.73E-17,5.478792,NN,7,compound:nn,1.8208413500931665E-5,6.069471166977221E-6,4,2,1,0,0
code-switch,PSU,1481,不如 去 抢 吧 ~ ~ 我 不 会 卖 dealer 吗 ~~~,不如 去 抢 吧 ~ ~ 我 不 会 卖 零售商 吗 ~~~,11,dealer,零售商,1.87E-20,6.042623,NN,10,dobj,9.104206750465832E-5,,6,3,1,0,0
code-switch,PSU,1487,如果 有 价格 合适 的 studio 也 请 联系 楼 主 哦 ， 邮箱 em@117,如果 有 价格 合适 的 工作室 也 请 联系 楼 主 哦 ， 邮箱 em@117,6,studio,工作室,6.27E-21,4.413593,NN,9,nsubj,1.0925048100558999E-4,,6,3,3,0,0
code-switch,PSU,1490,email 联系 了 您 ， 请 查收 ， 谢谢 。,电子 邮件 联系 了 您 ， 请 查收 ， 谢谢 。,1,email,电子,2.54E-16,4.008888,NN,2,compound:nn,4.855576933581777E-4,3.641682700186333E-5,5,2,1,0,0
code-switch,PSU,1492,是 一 个 三 层 独立 house ， 房间 位于 二 楼 ， 一 层 为 厨房 和 客厅 。,是 一 个 三 层 独立 房子 ， 房间 位于 二 楼 ， 一 层 为 厨房 和 客厅 。,7,house,房子,5.70E-17,5.858348,NN,0,root,0.0012381721180633532,8.375870210428566E-4,5,2,0,1,0
code-switch,PSU,1493,独立 卫生间 ， 大 的 walk in closet 。,独立 卫生间 ， 大 的 壁橱 衣柜 。,6,walk,壁橱,1.77E-19,6.112878,NN,7,nsubj,4.855576933581777E-5,6.069471166977221E-6,4,2,1,0,0
code-switch,PSU,1495,还 需要 ride for five 吗 ？,还 需要 五 个 人 的 车 吗 ？,3,ride,五,1.75E-15,3.409625,CD,5,nummod,5.098355780260866E-4,1.153199521725672E-4,4,1,2,0,0
code-switch,PSU,1496,大家 有 这 方面 的 商家 信息 ， 可以 share 啊 。,大家 有 这 方面 的 商家 信息 ， 可以 公共 的 啊 。,10,share,公共,2.73E-16,5.37397,JJ,9,dobj,4.491408663563144E-4,4.248629816884055E-5,5,2,1,0,0
code-switch,PSU,1502,通过 refer 获得 的 信用卡 ， 比 自己 申请 难度 小 一些 。,通过 参照 获得 的 信用卡 ， 比 自己 申请 难度 小 一些 。,2,refer,参照,4.11E-17,5.564179,VV,11,nmod:prep,1.2138942333954442E-5,6.069471166977221E-6,5,2,9,0,0
code-switch,PSU,1505,做 examination 的 目的 也 是 配 眼镜 。,做 测试 的 目的 也 是 配 眼镜 。,2,examination,测试,4.47E-17,3.340613,NN,1,dobj,6.069471166977221E-6,6.069471166977221E-6,11,2,1,0,0
code-switch,PSU,1510,楼 主脑 残 ， 一 个 没 注意 点 了 两 次 bid 。,楼 主脑 残 ， 一 个 没 注意 点 了 两 次 出价 。,13,bid,出价,1.53E-18,4.531228,NN,8,dobj,1.2138942333954442E-5,1.2138942333954442E-5,3,2,5,0,0
code-switch,PSU,1511,当时 bid 的 结果 相当于 原价 的 66% 。,当时 出价 的 结果 相当于 原价 的 66% 。,2,bid,出价,1.53E-18,6.063563,VV,4,acl,1.2138942333954442E-5,1.2138942333954442E-5,3,2,2,0,0
code-switch,PSU,1512,office 属于 apartment store ， 很 专业 也 很 nice 。,办事处 属于 公寓 商店 ， 很 专业 也 很 友好 。,1,office,办事处,6.96E-20,5.550694,NN,2,nsubj,2.0636201967722553E-4,,6,3,1,0,0
code-switch,PSU,1514,应该 是 符合 了 官 网 申请 ride for five 的 要求 。,应该 是 符合 了 官 网 申请 五 个 人 的 车 的 要求 。,8,ride,五,1.75E-15,3.924148,CD,10,nummod,5.098355780260866E-4,1.153199521725672E-4,4,1,2,0,0
code-switch,PSU,1515,最 直接 就是 去 parking office 问 啊 .,最 直接 就 是 去 停车处 问 啊 。,3,parking,就,3.73E-15,3.555213,AD,5,advmod,2.3670937551211163E-4,7.40475482371221E-4,7,1,2,0,0
code-switch,PSU,1516,新人 报道 ， 如何 加入 羽毛球 和 乒乓球 俱乐部 的 email list ， 这样 就 可以 知道 什么 时候 大家 一起 活动 了 ？,新人 报道 ， 如何 加入 羽毛球 和 乒乓球 俱乐部 的 邮件 列表 ， 这样 就 可以 知道 什么 时候 大家 一起 活动 了 ？,11,email,邮件,2.05E-17,4.769631,NN,12,compound:nn,4.855576933581777E-4,1.3352836567349886E-4,5,2,1,0,0
code-switch,PSU,1520,各个 卧室 都 不 share 墙 ， 互 不 打扰 ！,各个 卧室 都 不 公共 的 墙 ， 互 不 打扰 ！,5,share,公共,2.73E-16,5.683368,JJ,7,amod,4.491408663563144E-4,4.248629816884055E-5,5,2,2,0,0
code-switch,PSU,1521,其他 的 utility 也 都 是 包含 的 ， 不用 额 外交 ， 比如 sewer 。,其他 的 设施 也 都 是 包含 的 ， 不用 额 外交 ， 比如 下水道 。,3,utility,设施,2.41E-16,3.040295,NN,7,nsubj,3.2168197184979274E-4,9.711153867163554E-5,7,2,4,0,0
code-switch,PSU,1525,那 还 需要 ineligible letter 吗 ？,那 还 需要 不 适用 信件 吗 ？,4,ineligible,不,8.49E-15,3.623505,AD,5,neg,6.069471166977221E-6,0.0015052288494103508,10,1,1,0,0
code-switch,PSU,1527,主人 是 一 个 很 和善 的 中东 lady 。,主人 是 一 个 很 和善 的 中东 女士 。,9,lady,女士,1.66E-17,5.598848,NN,0,root,1.2138942333954442E-5,1.2138942333954442E-5,4,2,0,1,0
code-switch,PSU,1533,租 了 一 辆 full size 的 车 ， 去 时 有 三 个 空位 。,租 了 一 辆 全 尺寸 的 车 ， 去 时 有 三 个 空位 。,5,full,全,1.03E-15,3.347567,DT,6,det,3.9451562585351936E-4,3.6416827001863327E-4,4,1,1,0,0
code-switch,PSU,1535,或者 附近 有 没 公寓 ， 可以 免费 overnight parking 的 啊 ？,或者 附近 有 没 公寓 ， 可以 免费 过夜 停车 的 啊 ？,9,overnight,过夜,2.60E-18,6.85677,VV,4,conj,6.069471166977221E-6,1.8208413500931665E-5,9,2,5,0,0
code-switch,PSU,1536,我 赶 时间 直接 去 机场 ， 所以 到 市区 的 我 只 能 中途 把 你 放到 mall 或者 其他 公交 进城 方便 的 地方 。,我 赶 时间 直接 去 机场 ， 所以 到 市区 的 我 只 能 中途 把 你 放到 大 商场 或者 其他 公交 进城 方便 的 地方 。,19,mall,大,4.04E-15,3.403617,JJ,20,amod,1.2138942333954442E-5,0.0010014627425512415,4,1,1,0,0
code-switch,PSU,1549,在 “ 参考 思路 ” 中 ， 我们 已经 为 大家 列出 了 从 不同 stakeholders 的 角度 ， 为什么 此 项 政策 是 有意义 的 ， 欢迎 大家 参考 。,在 “ 参考 思路 ” 中 ， 我们 已经 为 大家 列出 了 从 不同 利益 相关者 的 角度 ， 为什么 此 项 政策 是 有意义 的 ， 欢迎 大家 参考 。,16,stakeholders,利益,6.74E-16,4.32744,NN,17,compound:nn,6.069471166977221E-6,6.069471166977221E-6,12,2,1,0,0
code-switch,PSU,1550,希望 是 studio ， 或是 one bedroom .,希望 是 工作室 ， 或是 一 间 卧室 。,3,studio,工作室,6.27E-21,5.431099,NN,8,dep,1.0925048100558999E-4,,6,3,5,0,0
code-switch,PSU,1551,校 医院 有 专门 针对 抑郁 情绪 的 心理 辅导 ， 保险 cover 的,校 医院 有 专门 针对 抑郁 情绪 的 心理 辅导 ， 保险 包含 的,13,cover,包含,1.40E-16,4.472299,VV,3,dep,5.462524050279499E-5,1.153199521725672E-4,5,2,10,0,0
code-switch,PSU,1554,很 nice ！,很好 ！,1,nice,很好,4.89E-18,6.258925,VV,0,root,4.1272403935445107E-4,3.0347355834886106E-5,4,2,0,1,0
code-switch,PSU,1558,欢迎 email 咨询 ： em@123,欢迎 邮件 咨询 ： em@123,2,email,邮件,2.05E-17,4.740093,NN,3,compound:nn,4.855576933581777E-4,1.3352836567349886E-4,5,2,1,0,0
code-switch,PSU,1559,firestone 贵 于 其他 ， 但是 给 免费 transportation ( 出租 ) 。,火石 贵于 其他 ， 但是 给 免费 运输 ( 出租 ) 。,1,firestone,火石,1.06E-20,5.688997,NN,2,compound:nn,6.069471166977221E-6,,9,2,1,0,0
code-switch,PSU,1564,很 爱 干净 不 party 。,很 爱 干净 不 派对 。,5,party,派对,1.73E-18,6.213409,NN,2,dobj,2.7919567368095216E-4,6.069471166977221E-6,5,2,3,0,0
code-switch,PSU,1568,如果 你 能 看到 这个 post 就 说明 房间 还 available,如果 你 能 看到 这个 帖子 就 说明 房间 还 有 位置,6,post,帖子,5.70E-19,5.041033,NN,8,nsubj,1.8208413500931665E-5,3.641682700186333E-5,4,2,2,0,0
code-switch,PSU,1569,pictures 请 联系 pn-23,图片 请 联系 814-954-0638,1,pictures,图片,2.16E-17,5.336814,NN,3,nsubj,1.2138942333954442E-5,1.2138942333954442E-4,8,2,2,0,0
code-switch,PSU,1571,有意 spring 开始 租 ， 房子 具体 信息 时 什么,有意 春天 开始 租 ， 房子 具体 信息 时 什么,2,spring,春天,4.17E-17,5.454835,NT,4,nmod:tmod,3.0347355834886106E-5,1.2138942333954442E-5,6,2,2,0,0
code-switch,PSU,1575,这 就 需要 另外 的 trick 去 开 免费 的 savings 账户 了 。,这 就 需要 另外 的 技巧 去 开 免费 的 储存 账户 了 。,6,trick,技巧,5.83E-17,4.102811,NN,3,dobj,6.069471166977221E-6,1.8208413500931665E-5,5,2,3,0,0
code-switch,PSU,1579,所以 即使 可以 有 两 个 permit ， 我 的 车 也 不 能 用 。,所以 即使 可以 有 两 个 许可证 ， 我 的 车 也 不 能 用 。,7,permit,许可证,3.17E-20,5.391193,NN,4,dobj,1.0925048100558999E-4,,6,3,3,0,0
code-switch,PSU,1586,因为 我们 将 会 break lease ， 所以 你 （ 们 ） 将 直接 和 park crest 签订 合同 ， 租约 将 从 十一月 开始 ， 但是 实际 入住 时间 可以 协调 前后 几 天 。,因为 我们 将 会 打破 租约 ， 所以 你 （ 们 ） 将 直接 和 波峰 公园 签订 合同 ， 租约 将 从 十一月 开始 ， 但是 实际 入住 时间 可以 协调 前后 几 天 。,5,break,打破,7.96E-17,3.225849,VV,18,nmod:prep,1.8208413500931665E-5,6.069471166977221E-6,5,2,13,0,0
code-switch,PSU,1590,因为 要 share 浴室 ， 所以 女生 会 方便 很多 。,因为 要 公共 的 浴室 ， 所以 女生 会 方便 很多 。,3,share,公共,2.73E-16,4.914045,JJ,5,amod,4.491408663563144E-4,4.248629816884055E-5,5,2,2,0,0
code-switch,PSU,1592,虽然 box 小 一点 ， 但是 不 影响 使用 .,虽然 箱子 小 一点 ， 但是 不 影响 使用 。,2,box,箱子,2.36E-18,5.909256,AD,3,advmod,9.104206750465832E-5,2.4277884667908884E-5,3,2,1,0,0
code-switch,PSU,1600,visa 过期 只 会 让 你 无法 入境 但 不 影响 出境 ， 考试 只要 你 护照 没 过期 就 可以 了 ， 不用 担心 ！,签证 过期 只 会 让 你 无法 入境 但 不 影响 出境 ， 考试 只要 你 护照 没 过期 就 可以 了 ， 不用 担心 ！,1,visa,签证,1.16E-17,5.976814,NN,5,nsubj,1.8208413500931665E-5,4.855576933581777E-5,4,2,4,0,0
code-switch,PSU,1605,房子 是 fully furnished ， 可以 拎包 入住 ， 而且 家具 都 比较 新 。,房子 是 完全 装修 完毕 ， 可以 拎包 入住 ， 而且 家具 都 比较 新 。,3,fully,完全,6.08E-16,3.173045,AD,4,advmod,3.641682700186333E-5,6.676418283674943E-5,5,2,1,0,0
code-switch,PSU,1607,prefer 女生 。,比较 喜欢 女生 。,1,prefer,比较,8.65E-16,4.141838,AD,2,advmod,7.283365400372666E-5,2.1243149084420275E-4,6,2,1,0,0
code-switch,PSU,1608,因为 我们 将 会 break lease ， 所以 你 （ 们 ） 将 直接 和 park crest 签订 合同 ， 租约 将 从 十一月 开始 。,因为 我们 将 会 打破 租约 ， 所以 你 （ 们 ） 将 直接 和 波峰 公园 签订 合同 ， 租约 将 从 十一月 开始 。,5,break,打破,7.96E-17,3.225849,VV,18,nmod:prep,1.8208413500931665E-5,6.069471166977221E-6,5,2,13,0,0
